Sample,Time (ms),ESP32_X,ESP32_Y,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,101.74299997743219,531.0,1928.0,-0.04,0.02,0.98,0.85,0.06,-1.28,94.59,105.22,-34.96,1500.3761053085327,-570.9158182144165,258.03637504577637,2.5090181939683327,-1.4667800311937076,-9.69331340497479
3,205.2597999572754,622.0,2049.0,-0.04,0.03,0.98,0.85,0.0,-1.46,95.12,104.68,-35.13,1500.369906425476,-570.9159970283508,258.03181529045105,2.518850516854426,-1.4853646949768398,-9.691703060218906
4,308.6923999944702,579.0,1981.0,-0.04,0.02,0.98,0.92,0.06,-1.28,95.83,103.61,-34.44,1500.3513097763062,-570.9208846092224,258.0336928367615,2.50960835996399,-1.4704952793711141,-9.69461671361112
5,412.1110000414774,582.0,1951.0,-0.04,0.03,0.98,0.92,0.0,-1.34,96.19,103.25,-35.47,1500.3843307495117,-570.9168910980225,258.02767276763916,2.5071076470699007,-1.4809299411970007,-9.689696309984372
6,515.7419999595731,605.0,2064.0,-0.04,0.03,0.98,0.92,0.12,-1.28,94.94,105.22,-35.3,1500.374436378479,-570.9230303764343,258.0397427082062,2.510425789674101,-1.4661546440238682,-9.676365069397372
7,619.1861999686807,630.0,2070.0,-0.04,0.03,0.98,0.92,0.06,-1.4,95.48,104.68,-35.82,1500.3587007522583,-570.9136724472046,258.0490708351135,2.509542661263932,-1.471880566370338,-9.698604612866282
8,722.6165999891236,594.0,1996.0,-0.04,0.03,0.98,0.85,0.06,-1.4,95.48,104.32,-35.13,1500.3774166107178,-570.9144473075867,258.0166459083557,2.51875858946258,-1.4822888942530135,-9.69374510919835
9,825.0254000304267,584.0,2003.0,-0.04,0.03,0.98,0.85,0.06,-1.4,95.65,105.58,-35.3,1500.379204750061,-570.9248781204224,258.0487132072449,2.51063781817653,-1.46925380852494,-9.695382406043343
10,929.2509000515565,617.0,2025.0,-0.04,0.02,0.98,0.85,0.0,-1.34,94.59,104.5,-35.99,1500.365972518921,-570.9200501441956,258.0467462539673,2.5108335766287504,-1.4644430381177833,-9.697014857857672
11,1032.8510999679565,601.0,2016.0,-0.04,0.03,0.98,0.79,0.06,-1.34,94.94,104.5,-34.96,1500.3812313079834,-570.9134936332703,258.0437660217285,2.51168520745274,-1.4504097172444144,-9.693757684242605
12,1135.1420000428334,493.0,1888.0,-0.04,0.02,0.98,0.79,0.12,-1.34,94.59,103.43,-35.3,1500.3581047058105,-570.9179639816284,258.0544352531433,2.508079891483899,-1.5023669803367778,-9.705373449665732
13,1238.5733999544755,523.0,1888.0,-0.04,0.03,0.98,0.85,0.12,-1.34,94.94,104.5,-34.96,1500.3724098205566,-570.9081292152405,258.0530047416687,2.5103183928437813,-1.4882183945629381,-9.695181503088833
14,1342.3416999867186,7.0,1950.0,-0.04,0.03,0.98,0.98,0.06,-1.34,94.41,104.68,-35.47,1500.3925561904907,-570.9013342857361,258.0302953720093,2.513799144909463,-1.480349861989704,-9.694219955049734
15,1445.351199945435,575.0,1941.0,-0.04,0.03,0.98,0.73,0.0,-1.34,95.48,102.9,-36.51,1500.3573894500732,-570.907711982727,258.0420970916748,2.51095576285777,-1.478658960954521,-9.700051877614086
