Sample,Time (ms),ESP32_X,ESP32_Y,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,101.92330000063521,2405.0,1915.0,-0.05,0.02,0.98,0.98,0.18,-1.65,58.56,41.44,-79.21,399.0243971347809,-572.1960067749023,253.24386358261108,-2.1064510031353643,1.1978064408447264,56.95006031768448
3,205.6116000003385,2432.0,1900.0,-0.05,0.02,0.98,0.92,0.12,-1.59,58.21,42.52,-78.52,399.0269601345062,-572.1919536590576,253.24687361717224,-2.114261767439045,1.1925674297753992,56.947025655577754
4,309.41320000056294,2410.0,1874.0,-0.05,0.02,0.98,0.98,0.18,-1.65,57.85,43.23,-79.21,399.013876914978,-572.1867084503174,253.23960185050964,-2.109920491676075,1.2039772593063238,56.945961395239856
5,413.72600000067905,2409.0,1936.0,-0.05,0.02,0.98,0.92,0.18,-1.65,58.92,42.87,-78.87,399.0248739719391,-572.1931457519531,253.2481849193573,-2.1106383823086277,1.1853674047433826,56.950230008867386
6,517.7670000011858,2392.0,1893.0,-0.05,0.02,0.98,0.92,0.12,-1.65,59.98,42.16,-79.55,399.02323484420776,-572.1881985664368,253.23978066444397,-2.1098619054206167,1.1806616260274998,56.94365741994358
7,622.7390000003652,2406.0,1913.0,-0.05,0.02,0.98,0.92,0.12,-1.59,58.74,43.77,-78.0,399.01790022850037,-572.1961259841919,253.24270129203796,-2.112557744961056,1.1909550772444424,56.94711408787988
8,726.3352000009036,2399.0,1916.0,-0.05,0.02,0.98,0.92,0.24,-1.53,59.98,43.23,-79.9,399.0196883678436,-572.1952319145203,253.23760509490967,-2.1065419280974638,1.1904796671924711,56.95286878270588
9,831.2571999995271,2402.0,1918.0,-0.05,0.02,0.98,0.92,0.06,-1.65,59.45,43.41,-79.38,399.016797542572,-572.1983909606934,253.2392144203186,-2.116287355131633,1.189637168443303,56.94924770463092
10,934.607799999867,2400.0,1913.0,-0.05,0.02,0.98,1.04,0.18,-1.59,59.45,42.69,-79.38,399.018257856369,-572.189450263977,253.2413899898529,-2.1088975407420256,1.1938260477083487,56.94982578103072
11,1038.383299999623,2420.0,1863.0,-0.05,0.02,0.98,1.04,0.18,-1.59,59.98,43.23,-79.21,399.0185856819153,-572.1927285194397,253.2297968864441,-2.113650376579464,1.1833439960615784,56.94707562784416
12,1140.3745999996318,2404.0,1885.0,-0.05,0.02,0.98,0.98,0.06,-1.46,58.39,43.41,-79.38,399.02397990226746,-572.1950531005859,253.2450258731842,-2.1150390042557525,1.2007547301234314,56.947365412762856
13,1578.7042000010842,2414.0,1867.0,-0.05,0.02,0.98,0.85,0.12,-1.53,59.98,43.59,-79.21,399.0224301815033,-572.1933245658875,253.2375156879425,-2.1116310170362524,1.1852695720482898,56.950985783254794
14,1781.9092999998247,2418.0,1905.0,-0.05,0.02,0.98,1.04,0.06,-1.53,59.27,42.52,-78.52,399.0301191806793,-572.1921920776367,253.24910879135132,-2.106286767751538,1.1874319919412484,56.94798148348002
15,1885.6426000002102,2417.0,1905.0,-0.05,0.02,0.98,0.92,0.18,-1.59,59.98,41.44,-78.87,399.0190327167511,-572.2023844718933,253.23301553726196,-2.106732566938192,1.2030152717803688,56.94921697913153
16,1989.389200000005,2414.0,1921.0,-0.05,0.02,0.98,0.98,0.18,-1.59,60.16,41.62,-80.42,399.0190327167511,-572.1861124038696,253.24642658233643,-2.108695273116486,1.188672221125396,56.948255935665905
17,2093.2351000010385,2416.0,1917.0,-0.05,0.02,0.98,0.92,0.18,-1.59,58.92,43.59,-80.24,399.01861548423767,-572.18998670578,253.23989987373352,-2.113990927213484,1.208502733878864,56.94635664599533
18,2197.553899999548,2419.0,1900.0,-0.05,0.02,0.98,0.98,0.24,-1.59,58.74,43.41,-78.35,399.0124464035034,-572.1981525421143,253.23987007141113,-2.109969227323781,1.1845299472040487,56.95174412766852
19,2302.7010999994673,2404.0,1904.0,-0.05,0.02,0.98,0.92,0.12,-1.59,58.74,41.62,-78.0,399.0136981010437,-572.1935629844666,253.2327175140381,-2.1077082123254813,1.1871936045544478,56.95198763670129
20,2405.1808000003803,2409.0,1933.0,-0.05,0.02,0.98,0.98,0.18,-1.59,59.81,41.98,-80.42,399.00949597358704,-572.20059633255,253.22744250297546,-2.106022441572832,1.20262047512168,56.95203275561778
21,2511.436799999501,2397.0,1953.0,-0.05,0.02,0.98,0.85,0.18,-1.59,60.16,42.69,-80.76,399.0316390991211,-572.1967816352844,253.24562191963196,-2.1150860245242247,1.1801200545311996,56.95151082536043
22,2614.9060999996436,2402.0,1937.0,-0.05,0.02,0.98,0.98,0.06,-1.59,58.56,43.94,-79.21,399.02758598327637,-572.1940398216248,253.23528051376343,-2.1099088271859903,1.1933994848033511,56.947311642273405
23,2718.647300000157,2399.0,1956.0,-0.05,0.02,0.98,0.92,0.12,-1.53,59.98,43.59,-78.52,399.0253806114197,-572.1938014030457,253.2445788383484,-2.1118979484945912,1.2069922746867991,56.95152974936101
24,2823.049300001003,2414.0,1965.0,-0.05,0.02,0.98,1.04,0.12,-1.53,58.74,42.69,-79.38,399.018257856369,-572.1940398216248,253.2360553741455,-2.1104030176130166,1.1863248039260954,56.94642677780457
25,2926.637300000948,2416.0,1966.0,-0.05,0.02,0.98,0.92,0.18,-1.59,59.27,42.16,-78.87,399.027556180954,-572.1979737281799,253.2409429550171,-2.1154949097566824,1.1889599329810527,56.945546595190336
26,4080.1494999996066,2397.0,1958.0,-0.05,0.02,0.98,0.98,0.12,-1.59,59.1,42.69,-80.07,399.02523159980774,-572.1893906593323,253.24663519859314,-2.1109330337583225,1.1945879948867224,56.950531129236914
27,4184.192599999733,2410.0,1936.0,-0.05,0.02,0.98,0.92,0.18,-1.59,59.98,43.59,-77.83,399.01623129844666,-572.1966624259949,253.22553515434265,-2.1106811032661303,1.205474221530278,56.9441283404176
28,4330.185599999822,2397.0,1953.0,-0.05,0.02,0.98,0.98,0.18,-1.53,58.92,42.16,-78.87,399.0289866924286,-572.1972584724426,253.24532389640808,-2.1057431280670835,1.193960685347992,56.94497613157334
29,4434.061500000098,2394.0,1942.0,-0.05,0.02,0.98,0.98,0.12,-1.65,58.74,40.91,-79.73,399.0345895290375,-572.1998810768127,253.24344635009766,-2.110491151199123,1.1873227212421966,56.94968087953333
30,4539.305199999944,2392.0,1946.0,-0.05,0.02,0.98,0.92,0.18,-1.65,60.69,42.16,-78.87,399.0236818790436,-572.1977353096008,253.25587391853333,-2.1117698953136395,1.2175347650633037,56.95033778217294
31,4642.666199999439,2408.0,1930.0,-0.05,0.02,0.98,0.98,0.12,-1.59,59.27,42.52,-79.9,399.0223705768585,-572.1964836120605,253.24741005897522,-2.1051688011418435,1.1814323003971234,56.949066835748475
32,4746.319400001084,2406.0,1920.0,-0.05,0.02,0.98,0.85,0.06,-1.59,58.74,42.34,-79.73,399.02955293655396,-572.1882581710815,253.23915481567383,-2.105517521959454,1.2017555374112041,56.948530125110196
33,4949.805500000366,2417.0,1956.0,-0.05,0.02,0.98,0.85,0.24,-1.59,59.98,42.16,-78.87,399.0228474140167,-572.2044706344604,253.24079394340515,-2.1122622301285134,1.1938085338025792,56.9479121356743
34,5152.949100000114,2427.0,1937.0,-0.05,0.02,0.98,0.92,0.12,-1.53,58.21,43.94,-80.24,399.03104305267334,-572.1938610076904,253.24195623397827,-2.106986875679376,1.198494680347466,56.95282364688491
35,5352.896200000032,2426.0,1939.0,-0.05,0.02,0.98,0.98,0.12,-1.59,58.39,43.41,-79.73,399.02040362358093,-572.1991062164307,253.2424032688141,-2.111112360502384,1.2003327333297502,56.95235068606275
36,5561.93759999951,2411.0,1915.0,-0.05,0.02,0.98,0.85,0.06,-1.53,58.56,42.87,-79.55,399.01459217071533,-572.197675704956,253.23835015296936,-2.1094692025157125,1.2013078114357052,56.948179490911215
37,5667.187000000922,2416.0,1917.0,-0.05,0.02,0.98,0.92,0.06,-1.65,59.81,43.41,-79.73,399.01772141456604,-572.1930861473083,253.24198603630066,-2.1080544817593063,1.196604054916013,56.943811796024754
38,5771.518600000491,2418.0,1933.0,-0.05,0.02,0.98,0.98,0.18,-1.53,60.16,43.05,-79.38,399.0311920642853,-572.1975564956665,253.2392144203186,-2.109869345421859,1.1868344978073202,56.95021180276052
39,5875.250400000368,2412.0,1920.0,-0.05,0.02,0.98,0.98,0.12,-1.59,58.74,41.98,-78.69,399.0152180194855,-572.1932649612427,253.24365496635437,-2.111457524006589,1.187836262852519,56.948821827771475
40,6076.524600000994,2419.0,1915.0,-0.05,0.02,0.98,0.92,0.18,-1.65,59.98,42.87,-78.87,399.01819825172424,-572.1982717514038,253.23307514190674,-2.1094245716079527,1.1896542572050302,56.94909564270355
41,6178.362399999969,2423.0,1893.0,-0.05,0.02,0.98,0.85,0.12,-1.59,59.81,41.98,-80.07,399.0258574485779,-572.1939206123352,253.24049592018127,-2.10740987776289,1.1940085091114672,56.947822700066055
