Sample,Time (ms),ESP32_X,ESP32_Y,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,101.30539999954635,2337.0,687.0,-0.04,0.02,0.98,0.98,0.18,-1.53,48.27,59.31,-13.78,327.38420367240906,-1876.400351524353,257.66220688819885,-2.5008340964792883,2.1139466927694746,49.870166071247176
3,204.526799998348,2389.0,724.0,-0.04,0.02,0.98,0.92,0.18,-1.59,48.09,57.7,-14.64,327.3737132549286,-1876.4076232910156,257.6703727245331,-2.4958776739294084,2.1543891041704635,49.88209784950398
4,307.80939999931434,2380.0,743.0,-0.04,0.02,0.98,0.98,0.18,-1.59,49.87,59.84,-13.95,327.40509510040283,-1876.41179561615,257.6569616794586,-2.507179002223944,2.13018052839295,49.87070335158162
5,411.38649999993504,2408.0,729.0,-0.04,0.02,0.98,0.92,0.12,-1.59,48.45,60.56,-13.26,327.4047374725342,-1876.4069080352783,257.65261054039,-2.500474405724189,2.140632208055592,49.866293201604755
6,515.0811999992584,2377.0,762.0,-0.04,0.02,0.98,0.92,0.12,-1.65,47.38,58.06,-14.64,327.36051082611084,-1876.42502784729,257.67579674720764,-2.489375735521389,2.1307323076666562,49.88350472717173
7,619.2974999994476,2361.0,709.0,-0.04,0.02,0.98,0.98,0.12,-1.65,47.92,59.31,-14.46,327.39099860191345,-1876.412272453308,257.6715648174286,-2.4873013599260614,2.1334607127271226,49.88778588492709
8,723.6198999999033,2385.0,759.0,-0.04,0.02,0.98,0.98,0.12,-1.59,47.03,59.13,-13.95,327.4066746234894,-1876.4077425003052,257.6550543308258,-2.4950195630739183,2.154083823765096,49.86685429764332
9,827.0182999985991,2356.0,679.0,-0.04,0.02,0.98,0.92,0.12,-1.59,48.98,61.09,-15.15,327.37159729003906,-1876.4086961746216,257.6855421066284,-2.48677270103025,2.132680855170071,49.883869879976416
10,931.5580999991653,2397.0,734.0,-0.04,0.02,0.98,0.98,0.12,-1.53,49.51,60.2,-16.01,327.3923993110657,-1876.4029741287231,257.6703131198883,-2.4971607955107435,2.114440328461595,49.87003136781314
11,1035.1899999986927,2393.0,739.0,-0.04,0.02,0.98,0.92,0.12,-1.53,47.38,59.49,-15.67,327.3949921131134,-1876.4076232910156,257.6507329940796,-2.4981960078602,2.1559366241683886,49.865989565133205
12,1139.7332999986247,2392.0,779.0,-0.04,0.02,0.98,0.85,0.06,-1.53,47.74,60.56,-13.26,327.38786935806274,-1876.4312267303467,257.66506791114807,-2.4973731305069413,2.1581092875967163,49.88850108727984
13,1243.2768999988184,2380.0,736.0,-0.04,0.02,0.98,0.92,0.06,-1.59,48.45,58.77,-13.95,327.3877203464508,-1876.4249086380005,257.67409801483154,-2.490816027422004,2.160557878394868,49.88849544906445
14,1345.3188999992562,2377.0,703.0,-0.04,0.02,0.98,0.92,0.24,-1.59,49.16,59.49,-15.33,327.3920714855194,-1876.4173984527588,257.6652765274048,-2.4961022416331757,2.1350190560285185,49.8839724009314
15,1449.0303999991738,2385.0,761.0,-0.04,0.02,0.98,0.98,0.24,-1.59,48.27,60.02,-15.15,327.39344239234924,-1876.404047012329,257.6632499694824,-2.4946040474944806,2.1246317340197938,49.8754655287696
16,1552.7062000001024,2391.0,751.0,-0.04,0.02,0.98,0.98,0.06,-1.65,48.8,59.49,-14.29,327.3884057998657,-1876.4097690582275,257.6582431793213,-2.4891511726741777,2.1275225163391545,49.8796452107399
17,1656.0300000001007,2348.0,641.0,-0.04,0.02,0.98,0.85,0.06,-1.59,48.09,60.56,-14.64,327.3906707763672,-1876.4139413833618,257.6804459095001,-2.480183498647947,2.125400561213661,49.883470851946925
18,1760.1178999993863,2377.0,736.0,-0.04,0.02,0.98,0.98,0.12,-1.59,49.69,60.02,-14.12,327.34811305999756,-1876.420497894287,257.6928734779358,-2.4915083793793147,2.1566776367892997,49.88222858282405
