Sample;Time (ms);ESP32_X;ESP32_Y;ESP32_Ax;ESP32_Ay;ESP32_Az;ESP32_Gx;ESP32_Gy;ESP32_Gz;ESP32_Mx;ESP32_My;ESP32_Mz;Robotat_X_mm;Robotat_Y_mm;Robotat_Z_mm;Robotat_Roll;Robotat_Pitch;Robotat_Yaw
2;101.5871;1456;2901;-0.04;0.02;0.98;0.92;0.12;-1.71;57.14;62.52;-46.15;-410.9174311;449.8383105;249.4437844;-2.06165503;1.900576456;45.05013774
3;204.9933;1447;2947;-0.04;0.01;0.99;0.98;0.37;-1.65;57.68;61.27;-45.98;-410.9176993;449.842155;249.4352758;-2.056009987;1.904312476;45.05293321
4;308.1156;1468;2935;-0.04;0.02;0.98;0.85;0.18;-1.59;58.39;60.92;-45.98;-410.9198749;449.8356581;249.4265437;-2.053224257;1.908572564;45.0595818
5;413.1688;1481;2956;-0.04;0.02;0.98;0.85;0.18;-1.65;58.74;60.92;-46.32;-410.9199047;449.8343468;249.4380474;-2.057916086;1.916920504;45.05166992
6;517.3588;1482;2920;-0.04;0.02;0.99;0.98;0.12;-1.53;58.56;61.81;-46.84;-410.9358788;449.8396814;249.4354099;-2.049576659;1.889700707;45.05610508
7;621.2718;1451;2906;-0.04;0.02;0.98;0.92;0.12;-1.65;58.39;60.92;-44.6;-410.9181762;449.8317838;249.4336963;-2.054265453;1.902478642;45.05165965
8;725.5945;1430;2989;-0.04;0.02;0.98;0.98;0.18;-1.53;56.26;60.92;-46.32;-410.9131098;449.8374462;249.4418621;-2.051655637;1.896011388;45.06169831
9;829.0059;1478;2951;-0.04;0.02;0.98;0.92;0.18;-1.59;58.92;61.45;-46.84;-410.9192789;449.8421252;249.4432479;-2.054198206;1.909539026;45.0569771
10;932.7765;1415;2894;-0.04;0.02;0.98;0.85;0.18;-1.65;56.26;61.99;-47.01;-410.9188616;449.8419762;249.4220287;-2.055504079;1.893038817;45.05363657
11;1037.2022;1463;2951;-0.04;0.02;0.98;0.79;0.18;-1.65;57.32;61.63;-45.29;-410.9272063;449.8389363;249.427557;-2.057689221;1.908900486;45.0532485
12;1139.3172;1377;2826;-0.04;0.02;0.98;0.92;0.18;-1.59;57.68;61.99;-45.29;-410.9157622;449.8428702;249.4336665;-2.056359115;1.902179804;45.05001196
13;1241.1475;1435;2920;-0.04;0.02;0.98;0.98;0.12;-1.53;58.92;61.45;-45.8;-410.923779;449.8416781;249.4279593;-2.058361709;1.910892118;45.05469199
14;1344.012;1439;2928;-0.04;0.02;0.98;0.92;0.12;-1.59;57.32;61.63;-45.29;-410.9244943;449.8366117;249.4409084;-2.0574762;1.902510027;45.05640343
15;1448.7176;1431;2901;-0.04;0.02;0.98;0.92;0.12;-1.71;57.85;61.45;-46.49;-410.921216;449.8331845;249.4368255;-2.048763811;1.909272622;45.05788026
16;1553.7722;1446;2876;-0.04;0.02;0.98;0.92;0.24;-1.53;58.39;61.27;-44.6;-410.9228551;449.8342574;249.4306266;-2.053956706;1.894489439;45.05962968
17;1660.3603;1446;2913;-0.04;0.02;0.98;0.98;0.12;-1.59;58.92;60.38;-47.18;-410.9226763;449.8349726;249.4297773;-2.051041158;1.892995685;45.0571157
18;1765.3699;1425;2880;-0.04;0.02;0.98;0.92;0.18;-1.65;58.39;62.7;-47.35;-410.9259844;449.8237371;249.4318932;-2.062902594;1.914524718;45.05675913
19;1869.2709;1449;2909;-0.04;0.02;0.98;0.92;0.24;-1.65;58.74;62.7;-47.7;-410.9188318;449.8385191;249.435097;-2.050909139;1.896639027;45.05560374
20;1973.3529;1399;2876;-0.04;0.02;0.98;0.85;0.18;-1.65;59.27;60.38;-45.46;-410.9221399;449.8433769;249.4307309;-2.056808373;1.906980655;45.05473366
21;2077.7167;1474;2951;-0.03;0.04;0.96;2.69;-3.72;-62.38;56.79;80.39;-48.56;-410.9234214;449.83688;249.4291365;-2.055899979;1.917816529;45.05457928
22;2181.7679;1491;3029;-0.11;0;0.97;3.6;-1.95;-9.64;52.53;82.17;-43.74;-410.92816;449.8353601;249.4293004;-2.054726717;1.90911852;45.05461288
23;2283.9818;1491;2965;-0.05;0.13;1.16;0.67;0.73;-3.48;37.62;75.39;-36.51;-410.9294116;449.829042;249.4277805;-2.054985026;1.900272079;45.05318824
24;2387.2899;1509;2968;-0.04;0.01;0.94;-1.1;-2.38;97.17;20.59;67.17;-21.7;-410.9173715;449.8346448;249.4262755;-2.055304064;1.907295061;45.05419854
25;2491.688;1509;2961;-0.04;0.02;0.98;1.46;-0.31;-0.73;63;17.33;-18.08;-410.9234512;449.8312473;249.4249493;-2.058196505;1.881593701;45.05756854
26;2594.3555;1472;2887;-0.04;0.02;0.98;1.16;0.43;-1.22;64.95;17.86;-16.88;-410.9219611;449.8319626;249.4240701;-2.058871256;1.899935334;45.05263105
27;2699.4731;1491;2879;-0.04;0.02;0.98;0.98;0.18;-1.65;66.02;18.94;-17.22;-410.9190106;449.8357773;249.431327;-2.059161126;1.904772048;45.05134798
28;2803.3902;1484;2858;-0.04;0.02;0.98;1.04;0.18;-1.65;65.31;18.22;-17.56;-410.9275043;449.8391449;249.4326979;-2.05866906;1.904165872;45.05659016
