Sample,Time (ms),ESP32_X,ESP32_Y,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,101.5690000003815,731.0,2032.0,-0.05,0.02,0.98,0.92,0.18,-1.65,45.79,48.95,-42.7,-1234.9461317062378,-366.4063811302185,249.40451979637146,-1.8828085070188436,1.2193611792764314,46.85035421260126
3,204.48699999997189,792.0,2118.0,-0.04,0.02,0.98,0.98,0.18,-1.53,47.03,50.2,-43.22,-1234.9272966384888,-366.4190471172333,249.39994513988495,-1.878718793000251,1.2392430145904485,46.85120673740271
4,308.28199999996286,730.0,2006.0,-0.04,0.02,0.98,0.85,0.12,-1.59,46.85,49.3,-41.67,-1234.9330186843872,-366.4202690124512,249.3923455476761,-1.8819134681014258,1.2465182653117224,46.84976736497467
5,412.1255999998539,729.0,2070.0,-0.04,0.02,0.98,0.92,0.12,-1.53,46.67,50.2,-42.53,-1234.922170639038,-366.4083480834961,249.39969182014465,-1.8788922752939812,1.2142097689500349,46.856161700528276
6,515.7477000002473,753.0,2048.0,-0.04,0.02,0.98,1.04,0.18,-1.65,46.85,48.59,-41.67,-1234.934687614441,-366.4034307003021,249.40019845962524,-1.8789746993066891,1.2108039548687497,46.851465693069976
7,619.2006999999649,735.0,1993.0,-0.05,0.02,0.98,0.98,0.18,-1.65,46.85,49.3,-42.7,-1234.9307537078857,-366.4124310016632,249.40887093544006,-1.8779939929102447,1.2230944140959863,46.85001141358998
8,722.8070999999545,723.0,2054.0,-0.05,0.02,0.98,0.98,0.18,-1.59,45.79,50.38,-42.36,-1234.943151473999,-366.3982152938843,249.40447509288788,-1.8805485180024586,1.2348381160784958,46.85580343350289
9,826.252800000475,743.0,2082.0,-0.04,0.02,0.98,0.92,0.12,-1.65,45.61,50.55,-41.84,-1234.9402904510498,-366.4165735244751,249.4094967842102,-1.8786037790534262,1.2219436062779807,46.85240606064339
10,929.9491000001581,737.0,2069.0,-0.05,0.02,0.98,0.92,0.06,-1.65,47.38,49.13,-42.19,-1234.9307537078857,-366.4197027683258,249.39341843128204,-1.8806681628386204,1.253213077549445,46.85014313317109
11,1034.027800000331,758.0,2033.0,-0.04,0.02,0.98,0.85,0.18,-1.65,45.79,49.66,-42.02,-1234.9426746368408,-366.39654636383057,249.39967691898346,-1.8763658674401476,1.2194923642656739,46.85706748666899
12,1135.8228999997664,749.0,2076.0,-0.04,0.02,0.98,0.92,0.18,-1.59,46.85,50.38,-41.33,-1234.9268198013306,-366.4086163043976,249.40615892410278,-1.8824327676328134,1.2219786680159122,46.85160304437495
13,1240.233999999873,737.0,2077.0,-0.04,0.02,0.98,0.92,0.12,-1.59,46.32,50.2,-42.53,-1234.9375486373901,-366.4056360721588,249.40036237239838,-1.8806302388481766,1.2317567437802088,46.856647147115794
14,1524.3375000000015,753.0,2074.0,-0.04,0.02,0.98,1.04,0.12,-1.65,45.25,50.2,-42.88,-1234.9365949630737,-366.4094805717468,249.39857423305511,-1.8762802770048408,1.217803646542744,46.851600887261355
15,1628.2280000004903,755.0,2111.0,-0.04,0.02,0.98,0.85,0.18,-1.59,46.32,49.13,-42.88,-1234.9364757537842,-366.4115369319916,249.39779937267303,-1.880110003800739,1.2057947661277502,46.85413397700903
16,1858.3379000001514,734.0,2077.0,-0.04,0.02,0.98,0.85,0.18,-1.65,47.38,48.77,-42.53,-1234.9176406860352,-366.41576886177063,249.40389394760132,-1.8785714621120626,1.2457646285875188,46.843613395532024
17,2135.226600000351,739.0,2063.0,-0.04,0.02,0.98,0.98,0.18,-1.65,47.56,50.02,-41.67,-1234.9350452423096,-366.42029881477356,249.387726187706,-1.8747619000239135,1.2370422845890192,46.84953537343174
18,2238.698000000113,734.0,2029.0,-0.04,0.02,0.98,0.98,0.18,-1.71,47.38,50.2,-42.53,-1234.9423170089722,-366.4122223854065,249.39866364002228,-1.8766562125410657,1.2258840127710366,46.85281915005738
19,2342.330100000254,736.0,2054.0,-0.05,0.02,0.98,0.98,0.24,-1.59,46.14,50.38,-43.05,-1234.960436820984,-366.4061427116394,249.3770569562912,-1.865190974210518,1.1888279779396773,46.83371746969915
20,6327.206200000546,752.0,2071.0,-0.04,0.02,0.98,0.92,0.18,-1.65,45.96,51.27,-43.57,-1234.9509000778198,-366.4094805717468,249.3908554315567,-1.8756030830158497,1.210747449622016,46.852851919346165
21,6431.238799999846,755.0,2069.0,-0.04,0.02,0.98,0.92,0.18,-1.65,46.14,50.38,-42.36,-1234.9525690078735,-366.41648411750793,249.39174950122833,-1.8839481669316278,1.2069776299593036,46.85935518061101
