Sample,Time (ms),ESP32_X,ESP32_Y,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,102.1679999994376,458.0,2945.0,-0.04,0.02,0.98,0.92,0.12,-1.65,56.79,62.17,-45.46,-1407.1139097213745,451.2871205806732,248.07022511959076,-1.8951880925395057,1.1857075488729933,45.100018038262185
3,205.79110000016954,473.0,2964.0,-0.04,0.02,0.98,0.98,0.18,-1.59,56.97,61.63,-45.63,-1407.1375131607056,451.226145029068,247.99302220344543,-1.9721968264855312,0.9332134691692018,45.20798673968167
4,309.04980000013893,498.0,3006.0,-0.04,0.02,0.98,1.04,0.18,-1.59,57.5,61.45,-46.49,-1407.1216583251953,451.30687952041626,248.0734884738922,-1.898476744814567,1.1729157245145019,45.106730224407684
5,414.0545000000202,493.0,2966.0,-0.04,0.02,0.98,0.79,0.18,-1.59,56.26,61.27,-47.01,-1407.1369171142578,451.2023329734802,247.98482656478882,-1.9688488456830981,0.9606655570201216,45.20651970877261
6,517.0151000002079,492.0,2957.0,-0.04,0.02,0.98,0.98,0.12,-1.59,56.97,61.27,-45.98,-1407.1687459945679,451.21344923973083,247.97572195529938,-1.9678333891033963,0.9529487452557737,45.20841126150943
7,620.4397000001336,454.0,2895.0,-0.04,0.02,0.99,0.92,0.24,-1.65,56.43,62.52,-46.49,-1407.11510181427,451.2850046157837,248.0722814798355,-1.9113005173885442,1.1828431245379776,45.10834323858474
8,723.5142999998061,467.0,2931.0,-0.04,0.02,0.98,0.85,0.18,-1.71,56.97,63.06,-43.91,-1407.1567058563232,451.2008726596832,247.979074716568,-1.9730948427061108,0.9622306719010316,45.20159848650634
9,826.9447000002401,452.0,2979.0,-0.04,0.02,0.98,0.98,0.18,-1.65,56.79,61.81,-46.84,-1407.1623086929321,451.20835304260254,247.9967623949051,-1.964155085389404,0.9475343900980175,45.21474908480488
10,931.1515999997937,403.0,2930.0,-0.04,0.02,0.99,0.92,0.18,-1.59,57.14,61.45,-45.46,-1407.1134328842163,451.28440856933594,248.06688725948334,-1.8876209107598683,1.1981745169033307,45.12149268018363
11,1034.4309000001886,469.0,2913.0,-0.04,0.02,0.98,0.85,0.18,-1.59,57.5,60.74,-46.49,-1407.153844833374,451.1992633342743,247.97672033309937,-1.9731499920109552,0.9465211687785438,45.20572012150851
