Sample,Time (ms),ESP32_X,ESP32_Y,UWB_QF,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,216.9399000122212,0.0,1552.0,58.0,0.01,0.0,-1.0,-0.2,0.36,-0.0,63.28,50.56,-13.59,-1191.5265321731567,-886.1490488052368,225.98503530025482,-0.49290313460320717,-1.5918776557726058,53.58066346361281
3,320.69309998769313,761.0,1568.0,62.0,0.01,-0.0,-1.0,-0.25,0.12,0.02,60.94,50.56,-16.99,-1191.5256977081299,-886.1523866653442,225.9749174118042,-0.49783806603021474,-1.591735086478159,53.586571291719515
4,426.0817999893334,762.0,1581.0,60.0,0.01,-0.0,-0.99,0.19,0.12,-0.07,60.94,51.73,-14.73,-1191.5318965911865,-886.15483045578,225.9451448917389,-0.48263131369106016,-1.6350947999887813,53.584268681900994
5,530.7733000081498,781.0,1548.0,63.0,0.01,0.0,-1.0,-0.06,0.25,0.17,59.77,50.56,-15.86,-1191.5401220321655,-886.1544132232666,225.968137383461,-0.49652939242866184,-1.5815124349238432,53.58338626735335
6,635.3509000036865,758.0,1564.0,61.0,0.01,0.0,-1.0,-0.28,0.23,-0.17,60.94,51.73,-13.59,-1191.5256977081299,-886.1481547355652,225.95274448394775,-0.47940730541870336,-1.6016633675260592,53.58209392805648
7,739.7056999907363,754.0,1606.0,59.0,0.01,0.0,-1.0,-0.47,0.11,-0.14,63.28,52.91,-14.73,-1191.5282011032104,-886.1430883407593,225.97455978393555,-0.5060076819414093,-1.5830449294480733,53.58396354747167
8,843.8204000121914,759.0,1569.0,54.0,0.01,0.0,-0.99,-0.35,0.14,0.05,60.94,52.91,-13.59,-1191.526174545288,-886.1474394798279,225.94736516475677,-0.47449013835894727,-1.628959133230977,53.57545750738562
9,948.239499994088,749.0,1635.0,63.0,0.01,0.0,-0.99,-0.25,0.11,-0.06,60.94,50.56,-14.73,-1191.5309429168701,-886.1433863639832,225.93939304351807,-0.4759028735996459,-1.631090804073938,53.57293181615875
10,1052.7211999869905,745.0,1588.0,60.0,0.01,-0.0,-1.0,-0.1,0.14,-0.02,60.94,51.73,-14.73,-1192.889928817749,-876.3049244880676,226.0170876979828,-0.58666436047096,-1.8210742238106783,53.89616379857379
11,1155.3116999857593,744.0,1536.0,60.0,0.01,-0.0,-1.0,-0.14,0.01,-0.13,62.11,50.56,-16.99,-1193.7634944915771,-859.3032360076904,225.76600313186646,-0.4122228256572793,-1.777558465039962,54.01134382644962
