Sample,Time (ms),ESP32_X,ESP32_Y,UWB_QF,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,215.7831999938935,746.0,1574.0,58.0,0.01,0.0,-1.0,-0.13,0.08,0.16,63.28,47.03,-12.46,-1169.7372198104858,-868.6009049415588,225.9707897901535,-0.27897674175163745,-1.620204996099257,55.52581792452811
3,319.6021000039764,784.0,1607.0,59.0,0.01,0.0,-1.0,-0.24,0.21,0.23,60.94,50.56,-14.73,-1169.716477394104,-868.5796856880188,225.98828375339508,-0.26538531648216485,-1.5623540406118597,55.51295788469573
4,423.82210001233034,779.0,1626.0,61.0,0.01,0.0,-1.0,-0.15,0.33,-0.06,60.94,48.21,-14.73,-1169.7185039520264,-868.5780763626099,225.98573565483093,-0.2664158779352589,-1.5439629774948855,55.511300116608474
5,527.4155999941286,771.0,1571.0,53.0,0.02,0.0,-1.0,-0.39,0.22,0.01,60.94,49.38,-11.33,-1169.7351932525635,-868.5765266418457,225.9758710861206,-0.26395270128557424,-1.563939393443006,55.50712603213094
6,631.2864999927115,754.0,1562.0,62.0,0.01,0.0,-1.0,-0.35,0.18,-0.03,62.11,49.38,-13.59,-1169.724941253662,-868.5779571533203,225.99729895591736,-0.26518452890309274,-1.5738766575247476,55.512191499280085
7,735.056400008034,775.0,1607.0,58.0,0.01,-0.0,-1.0,-0.27,0.35,-0.13,63.28,49.38,-12.46,-1169.7275638580322,-868.5815334320068,225.99853575229645,-0.26333842869915436,-1.5543708681399482,55.50666452574925
8,839.9552000046242,759.0,1600.0,60.0,0.01,-0.0,-0.99,-0.16,0.16,0.21,64.45,47.03,-12.46,-1169.722557067871,-868.5888051986694,225.97572207450867,-0.2654247275160777,-1.556131180850262,55.508895784630376
9,944.0421999897808,800.0,1650.0,54.0,0.01,0.01,-1.0,-0.27,0.14,0.2,60.94,48.21,-12.46,-1169.7279214859009,-868.5848712921143,225.98856687545776,-0.26698939814904055,-1.547838374884403,55.510531394143825
10,1048.938799998723,767.0,1554.0,58.0,0.01,0.0,-1.0,-0.07,0.15,0.27,60.94,48.21,-12.46,-1169.7241067886353,-868.5865998268127,225.98707675933838,-0.2655134665510482,-1.5634371441551276,55.50954264494631
11,1151.53219999047,767.0,1597.0,54.0,0.01,0.01,-0.99,-0.27,0.47,0.01,60.94,48.21,-13.59,-1169.7397232055664,-868.6065673828125,225.9681075811386,-0.2795683351895598,-1.6071338450636676,55.533447408646076
12,1256.5401000028942,769.0,1598.0,58.0,0.21,0.01,-1.17,3.3,0.4,-5.66,63.28,49.38,-13.59,-1169.6882247924805,-868.8145875930786,225.9846329689026,-0.03285637159839664,-1.7748632925063026,55.387078900877896
13,1361.7169999924954,752.0,1567.0,57.0,0.06,0.06,-1.14,-0.84,-6.94,-0.96,63.28,49.38,-13.59,-1172.1885204315186,-856.5703630447388,226.22618079185486,-0.6098132620640148,-1.8424193540046028,55.656320975731546
14,1465.980999986641,760.0,1576.0,56.0,0.12,-0.01,-0.97,5.85,3.83,-4.17,62.11,48.21,-15.86,-1175.272822380066,-835.0429534912109,226.22813284397125,-0.8504359036549363,-2.0604417384514675,55.43322295016164
15,1570.7688000111375,751.0,1553.0,61.0,0.01,0.0,-0.96,-7.59,10.55,1.59,60.94,48.21,-15.86,-1175.190806388855,-808.2846403121948,226.49817168712616,-0.19404359456755688,-1.3059474272759755,55.67749996275628
16,1675.1028999860864,759.0,1578.0,57.0,-0.1,0.19,-1.04,-3.81,1.23,-1.49,64.45,44.68,-12.46,-1178.2894134521484,-781.5616130828857,226.52676701545715,-0.42097724321012947,-1.6829450654229594,56.08864500798804
17,1779.346199997235,798.0,1649.0,53.0,0.04,0.09,-1.11,0.47,-5.3,2.98,64.45,44.68,-12.46,-1181.3174486160278,-750.9580254554749,226.392462849617,-0.46288774799522703,-1.7442564892926313,56.14871491564344
18,1883.888799988199,795.0,1687.0,63.0,0.04,-0.14,-1.01,-8.97,0.53,6.22,66.8,43.5,-4.53,-1182.6839447021484,-721.5716242790222,226.58981382846832,-0.16018104890928173,-1.3146603193979796,56.01129904282528
19,2027.5820000097156,793.0,1713.0,59.0,0.18,0.06,-0.84,5.79,-6.81,6.03,66.8,44.68,-3.4,-1186.8776082992554,-679.8629760742188,226.38720273971558,-0.11326572462602363,-1.4607019179935452,55.31535383103976
20,2131.256399996346,816.0,1757.0,64.0,-0.11,-0.02,-1.21,-12.67,4.26,0.19,64.45,47.03,-4.53,-1190.3140544891357,-647.6317644119263,226.49066150188446,-0.07748767393874992,-1.382420332788282,55.30422259593351
21,2235.703000013018,814.0,1803.0,61.0,-0.14,0.0,-0.82,11.0,10.92,-1.38,64.45,47.03,-4.53,-1195.4164505004883,-617.7466511726379,226.6690731048584,-1.099201006733641,-2.4484015856980155,54.76421418436649
22,2339.259900007164,795.0,1835.0,73.0,-0.05,-0.06,-1.13,-5.18,9.83,0.43,63.28,51.73,-5.66,-1195.7014799118042,-585.4719877243042,226.88351571559906,-0.5066616068902757,-1.772172774935804,54.667683124175696
23,2443.8863999966998,778.0,1823.0,62.0,0.02,0.01,-0.85,-2.62,-1.69,0.23,62.11,51.73,-7.93,-1196.649670600891,-555.8378100395203,227.2033542394638,-0.05573194667378033,-1.4176788974424626,54.92878254574168
24,2547.890299989376,756.0,1818.0,63.0,0.02,0.25,-1.2,-13.43,-5.97,-0.54,59.77,48.21,-9.06,-1197.795033454895,-523.217499256134,227.2087186574936,0.1145859762639584,-1.5400092357122708,54.519789861938136
25,2652.8285999957006,758.0,1860.0,76.0,0.12,-0.05,-0.71,2.34,3.01,7.33,57.42,47.03,-10.2,-1201.5005350112915,-493.4220612049103,227.3658961057663,-0.3103489842898941,-1.514744600109476,55.0700023754196
26,2757.88280001143,742.0,1890.0,68.0,-0.04,0.02,-1.21,-8.48,-0.82,2.43,57.42,47.03,-10.2,-1203.0420303344727,-460.83107590675354,227.22679376602173,-0.037952412098554884,-1.6139693382321776,54.159612793675585
27,2861.763199995039,727.0,1888.0,67.0,-0.12,0.01,-0.83,5.69,-5.17,3.41,57.42,47.03,-11.33,-1206.4896821975708,-428.2967448234558,227.17881202697754,-0.38735942931837786,-1.875234331063539,53.569196396955974
28,2966.4232000068296,751.0,1927.0,76.0,-0.03,-0.13,-1.36,7.51,-6.0,2.28,55.08,47.03,-12.46,-1209.2127799987793,-398.6315429210663,227.19889879226685,-0.6633544125836824,-2.338943758057848,53.70338506140104
29,3071.148099988932,736.0,1961.0,77.0,0.15,0.11,-0.86,-1.53,1.69,0.25,56.25,45.86,-12.46,-1210.321307182312,-366.8266832828522,227.51958668231964,-0.5899159618836104,-2.0891487459687497,53.63947448159968
30,3175.160499988124,733.0,1990.0,73.0,0.03,0.09,-1.02,0.14,2.25,-0.47,53.91,44.68,-9.06,-1210.2680206298828,-336.9501829147339,227.53459215164185,-0.31908890359309505,-1.6047235148597925,53.27344086989273
31,3279.7456000116654,741.0,2011.0,72.0,-0.23,-0.15,-1.14,2.05,-4.69,6.57,52.73,42.33,-9.06,-1210.5607986450195,-304.0861189365387,227.62830555438995,-0.1133751204978699,-1.3992813562526705,53.466308409340336
32,3384.250900009647,736.0,2050.0,71.0,0.11,0.13,-0.97,-4.89,-5.46,3.23,53.91,41.15,-9.06,-1213.0815982818604,-274.04120564460754,227.73990035057068,-0.3333496316248737,-1.6010947525084382,52.846734047270864
33,3575.0358999939635,737.0,2088.0,74.0,-0.14,-0.01,-1.0,-12.52,1.26,4.49,55.08,41.15,-4.53,-1215.8361673355103,-215.88028967380524,227.46829688549042,-0.21074217040149185,-1.7432258427779619,52.24803113692313
34,3707.619499997236,730.0,2142.0,77.0,-0.16,-0.23,-1.18,9.22,-6.0,-2.06,55.08,41.15,-4.53,-1218.156337738037,-175.46838521957397,227.67674922943115,-0.6509052780614247,-1.9105465324334914,51.84301771686646
35,3810.6147999933455,732.0,2137.0,77.0,0.0,-0.06,-0.87,-4.02,0.07,1.41,53.91,42.33,-3.4,-1218.8423871994019,-145.33787965774536,227.84523665905,-0.7247793074673452,-1.9450950417011479,52.10685629611017
36,3915.9552000055555,727.0,2189.0,72.0,0.06,0.22,-1.04,-6.27,-3.3,2.19,57.42,39.98,1.13,-1218.6670303344727,-113.18772286176682,227.64649987220764,-0.43767646062340415,-1.7073263954242788,51.93020841109121
37,4020.4739999899175,719.0,2222.0,73.0,-0.07,0.04,-1.09,-3.15,4.02,-14.16,53.91,41.15,1.13,-1218.796730041504,-97.50863909721375,227.9845029115677,-0.6115143018094993,-1.5844334412962318,51.6970058996019
38,4123.371399997268,722.0,2251.0,72.0,-0.11,-0.03,-1.02,-2.56,-1.97,-13.33,60.94,39.98,6.8,-1217.6761627197266,-93.32036972045898,227.9704511165619,-0.1329232423639579,-1.1304229061452493,54.02390559686884
39,4226.080099993851,732.0,2262.0,78.0,0.05,-0.01,-0.96,1.44,-9.59,1.91,60.94,39.98,6.8,-1217.2119617462158,-93.45894306898117,227.61191427707672,-0.1419834786732397,-1.3695621345853508,55.90392688901327
40,4331.720399990445,736.0,2304.0,71.0,0.2,0.02,-0.99,-3.96,9.21,-2.42,65.62,39.98,2.27,-1217.6567316055298,-88.39273452758789,227.69097983837128,-0.2878921437315983,-1.3074976605745687,56.22856562094902
41,4436.1706000054255,730.0,2289.0,78.0,0.05,0.08,-1.26,-3.61,-0.21,-1.32,63.28,39.98,2.27,-1219.3412780761719,-73.52330535650253,227.95359790325165,-0.10732604331622839,-1.292900967561766,56.3802923215991
42,4539.884400001029,725.0,2308.0,74.0,0.05,0.03,-0.98,5.91,5.13,-0.5,62.11,42.33,4.53,-1222.873568534851,-49.52637478709221,227.5686115026474,-0.5108037906027948,-1.5401995965929833,56.230664635759226
43,4644.787500001257,710.0,2274.0,68.0,-0.09,0.12,-1.11,-3.38,6.61,-0.27,62.11,49.38,5.66,-1225.7232666015625,-23.881683126091957,227.35637426376343,-0.6362291377424686,-1.862657951108713,56.05606683440394
44,4748.469000012847,718.0,2295.0,78.0,0.07,-0.08,-1.21,-8.79,2.9,5.13,62.11,49.38,5.66,-1229.6072244644165,5.556187126785517,227.33967006206512,-0.564655775167849,-2.113125479454929,56.26159926920865
45,4852.268599992385,713.0,2347.0,66.0,-0.04,0.19,-0.78,0.03,4.8,-1.96,60.94,51.73,2.27,-1231.4465045928955,33.9820422232151,227.53383219242096,-0.10627812032866206,-1.617815337665781,55.960445930490785
46,4956.219999992754,722.0,2393.0,66.0,-0.02,-0.19,-1.01,4.21,3.07,-2.32,62.11,55.26,-1.13,-1234.386682510376,65.53617119789124,227.8337925672531,-0.18048493289343168,-1.6406095492724326,56.08383543249066
47,6083.83909999975,645.0,2787.0,57.0,-0.06,0.17,-0.88,-11.47,5.93,2.38,79.69,55.26,-12.46,-1260.0772380828857,398.07015657424927,227.23348438739777,-0.14573069145851447,-1.2669829566812176,54.144099387569554
48,6185.748099989723,658.0,2836.0,77.0,0.16,0.06,-0.71,4.01,7.61,-2.8,79.69,55.26,-12.46,-1264.2850875854492,430.5769205093384,227.01117396354675,-0.8083354427785908,-1.912122081508694,53.4140615513514
49,6331.919899996137,650.0,2880.0,59.0,-0.1,-0.02,-0.77,3.84,-6.13,1.78,80.86,56.44,-12.46,-1265.5028104782104,472.0275104045868,227.07690298557281,-0.4397535712984586,-1.6455768965940805,53.27657228839418
50,6435.544900014065,657.0,2919.0,74.0,-0.02,-0.01,-1.16,1.85,-4.82,3.15,80.86,56.44,-11.33,-1267.6293849945068,502.0267367362976,227.3143231868744,-0.7636555034511151,-1.7337206765913078,53.51281512808624
51,6540.506599994842,657.0,2949.0,74.0,-0.01,0.1,-0.83,9.05,-2.83,2.45,80.86,58.79,-13.59,-1268.9908742904663,534.0831279754639,227.09397971630096,-0.6299899446274058,-1.7458944654428683,53.47914402101379
52,6687.644299992826,644.0,2995.0,60.0,0.07,-0.08,-0.73,8.36,1.82,2.54,83.2,58.79,-10.2,-1270.0397968292236,579.2664289474487,227.08196938037872,-0.44006993612974005,-1.4373607167068834,53.58398387445939
53,6840.587000013329,627.0,3013.0,55.0,0.14,0.08,-1.18,-6.2,-3.24,1.97,83.2,63.49,-12.46,-1272.5504636764526,624.1457462310791,226.37662291526794,-0.5984464657746696,-1.7082323819379188,52.65731561903324
54,6945.116099988809,622.0,3045.0,52.0,0.03,-0.19,-1.1,9.92,4.1,1.33,86.72,62.32,-14.73,-1274.893045425415,653.7078022956848,226.3069748878479,-0.5886105495114898,-1.8954581981820473,52.70191824993961
55,7049.042900005588,572.0,3032.0,48.0,0.04,0.08,-1.16,-5.35,12.48,3.14,85.55,62.32,-15.86,-1275.1994132995605,685.6747269630432,226.5467792749405,-0.24991288881441956,-1.4795673235442701,52.333778441141796
56,7152.831999992486,565.0,3056.0,47.0,0.05,0.13,-0.7,2.8,4.38,-1.48,85.55,62.32,-18.12,-1276.4074802398682,715.6521081924438,226.6678363084793,-0.4931143491077818,-1.9803937101999172,52.48724189505441
57,7257.292700000107,571.0,3093.0,51.0,-0.06,0.01,-1.14,2.12,0.95,-2.12,85.55,62.32,-18.12,-1277.6554822921753,747.6302981376648,226.47100687026978,-0.45285119149397385,-1.9712115370268863,52.42122158741321
