Sample,Time (ms),ESP32_X,ESP32_Y,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,217.23169999859238,1231.0,3241.0,-0.04,0.02,0.98,0.98,0.06,-1.53,55.19,65.56,-26.69,-1176.9973039627075,723.4095335006714,247.03872203826904,-2.4431021463472398,0.847023996042112,-122.03071794165359
3,320.5283999996027,1267.0,3233.0,-0.04,0.02,0.98,0.98,0.18,-1.59,54.48,65.56,-26.35,-1176.9914627075195,723.4202027320862,247.05082178115845,-2.439359613588272,0.8781681930829484,-122.03869124778784
4,424.4505999995454,1260.0,3256.0,-0.04,0.02,0.98,0.98,0.18,-1.65,54.84,64.49,-25.66,-1176.9888401031494,723.419725894928,247.0330148935318,-2.440433794468039,0.8775342123057429,-122.03317820466837
5,528.1936999999743,1263.0,3268.0,-0.04,0.02,0.98,0.92,0.12,-1.59,54.13,66.27,-26.0,-1176.9894361495972,723.4334349632263,247.03213572502136,-2.4433247001620244,0.8587917895018005,-122.03810709287289
6,631.7686999991565,1425.0,3170.0,-0.04,0.02,0.98,0.92,0.12,-1.46,55.37,59.67,-11.36,-1176.9837141036987,723.4255075454712,247.03297019004822,-2.4388442358446505,0.8776223499529326,-122.02350301228086
7,735.18729999887,1419.0,3186.0,-0.04,0.02,0.98,0.92,0.18,-1.59,55.55,60.56,-11.19,-1177.0923137664795,723.7685322761536,247.23491072654724,-2.3492611367387095,0.767891000685582,-122.090862727798
8,840.6507999989117,1393.0,3179.0,-0.04,0.02,0.98,0.92,0.12,-1.65,55.72,60.74,-11.02,-1174.0132570266724,709.9399566650391,247.42677807807922,-2.3935158003298604,0.5878188449025911,-121.95170868007604
9,944.534799999019,1428.0,3208.0,-0.04,0.02,0.98,1.04,0.18,-1.59,54.66,59.67,-12.4,-1170.5092191696167,688.9215707778931,247.4350929260254,-2.384396707053569,0.839269459808977,-121.45026038211545
10,1048.193299999184,1388.0,3245.0,-0.04,0.02,0.98,0.98,0.18,-1.59,54.3,60.38,-12.05,-1164.355754852295,661.8223190307617,247.90231883525848,-2.5536870008143957,0.8035726864181071,-120.89721880497173
11,1150.782699998672,1416.0,3203.0,-0.04,0.02,0.98,0.92,0.12,-1.59,55.37,60.02,-12.4,-1159.3201160430908,634.2857480049133,247.74132668972015,-2.3073178503678258,1.0239167580284583,-119.90650439339488
12,1254.8957999988488,1385.0,3246.0,-0.04,0.02,0.98,0.98,0.18,-1.59,55.37,60.02,-12.74,-1153.2230377197266,606.0163378715515,247.78684973716736,-2.1667132074961613,1.0569082382227855,-119.14487460875901
13,1358.244899998681,1405.0,3198.0,-0.04,0.02,0.98,0.98,0.18,-1.59,53.77,59.49,-12.91,-1144.4953680038452,574.6926665306091,248.02730977535248,-2.408696455266937,0.8889827592310781,-118.63484560310779
