Sample,Time (ms),ESP32_X,ESP32_Y,UWB_QF,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,200.14760000049137,839.0,1501.0,68.0,0.01,0.01,-1.0,-0.17,0.36,0.14,70.31,54.09,-5.66,-1223.6677408218384,-858.7397336959839,226.43440961837769,-0.2818314533889041,-1.3919607233786058,49.26121136451335
3,304.37860000529326,780.0,1493.0,48.0,0.01,0.01,-1.0,-0.27,0.17,-0.1,69.14,54.09,-5.66,-1223.6789464950562,-858.7440252304077,226.43421590328217,-0.27591113652567334,-1.4012600821844545,49.26298500818363
4,408.46180001972243,814.0,1462.0,72.0,0.01,0.01,-1.0,-0.23,-0.03,0.1,72.66,54.09,-6.8,-1223.6685752868652,-858.7172031402588,226.44321620464325,-0.2739445551634561,-1.3970969385871954,49.25729907155105
5,513.0292000249028,829.0,1492.0,64.0,0.01,0.01,-1.0,-0.3,0.11,0.05,69.14,52.91,-5.66,-1223.6754894256592,-858.7657809257507,226.42669081687927,-0.25462320962347007,-1.4223741526887261,49.23918266049304
6,617.9719000065234,840.0,1446.0,66.0,0.01,0.01,-1.0,-0.1,0.11,-0.12,69.14,51.73,-5.66,-1224.4969606399536,-848.0677008628845,226.4380007982254,-0.5596225615372222,-1.6707335185347492,49.55036382223138
7,722.6157000113744,822.0,1509.0,69.0,0.0,0.01,-1.0,-0.32,-0.17,0.14,70.31,50.56,-7.93,-1223.4920263290405,-829.1073441505432,226.271852850914,-0.453350387567214,-1.6630225968647459,49.44204173394775
8,826.7229000048246,814.0,1521.0,48.0,0.0,0.01,-1.0,-0.22,0.08,0.08,69.14,55.26,-5.66,-1223.6013412475586,-804.3491840362549,226.3697385787964,-0.1674170620323817,-1.7217674625342738,49.32014846505275
9,930.9759000025224,840.0,1501.0,74.0,0.01,0.01,-1.0,-0.44,0.21,0.07,70.31,51.73,-6.8,-1224.1642475128174,-779.6433568000793,225.95544159412384,-0.25523499610573513,-2.042067731289536,49.23226976262343
10,1036.8117000034545,715.0,1593.0,49.0,0.01,0.0,-1.0,-0.35,0.49,0.17,60.94,52.91,-14.73,-1222.7809429168701,-750.4000067710876,225.8571982383728,-0.5046815717973302,-1.9354692515136476,49.46337797516483
11,1140.339400008088,699.0,1673.0,58.0,-0.01,0.0,-0.99,0.35,0.32,0.28,57.42,51.73,-15.86,-1221.2039232254028,-720.522940158844,226.50256752967834,-0.012378912862550658,-1.3827615520928438,49.27957554393301
12,1245.076000021072,727.0,1625.0,57.0,0.01,-0.0,-0.99,-0.04,-0.05,0.2,58.59,51.73,-11.33,-1221.1817502975464,-693.6036348342896,226.42526030540466,-0.11706432600332332,-1.6779601559676722,49.26696838996116
