Sample,Time (ms),ESP32_X,ESP32_Y,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,214.08469998277724,525.0,2492.0,-0.04,0.02,0.98,1.28,0.12,-2.26,68.68,61.63,-43.91,1502.4999380111694,-169.61722075939178,257.8395903110504,1.8900573220635046,0.5980717869029935,129.70873351231106
3,317.8821000037715,580.0,2447.0,-0.04,0.02,0.98,1.22,0.18,-2.32,67.97,60.2,-43.57,1502.4951696395874,-169.6152538061142,257.83953070640564,1.892549458924158,0.6079908098272325,129.71026248938534
4,422.0835999585688,519.0,2490.0,-0.04,0.02,0.98,1.22,0.18,-2.26,69.92,60.74,-45.46,1502.4394989013672,-169.60766911506653,257.84358382225037,1.8962798495307178,0.5996838710648723,129.75479597308535
5,526.9447999307886,581.0,2365.0,-0.03,0.02,0.98,1.34,0.18,-2.2,68.68,60.92,-45.63,1502.4664402008057,-169.58950459957123,257.85118341445923,1.8969995372220685,0.5778427012935118,129.7496364440239
6,629.9623999511823,586.0,2375.0,-0.04,0.02,0.98,1.28,0.18,-2.26,66.2,60.56,-44.94,1502.4685859680176,-169.60516571998596,257.8308880329132,1.8994336434435666,0.6123074963234402,129.74729609332587
7,733.8162999367341,487.0,2649.0,-0.03,0.02,0.98,1.22,0.12,-2.2,67.79,60.38,-44.08,1502.4564266204834,-169.59112882614136,257.8519284725189,1.8967177692682313,0.6092354327404984,129.74832912651027
8,837.6472999807447,559.0,2492.0,-0.04,0.02,0.98,1.34,0.18,-2.32,67.79,60.38,-44.77,1502.470850944519,-169.5946902036667,257.84552097320557,1.8927602061867752,0.6185830624613898,129.75926927786065
9,942.8854000288993,555.0,2502.0,-0.04,0.02,0.98,1.28,0.06,-2.26,67.79,60.74,-44.43,1502.4482011795044,-169.595405459404,257.83589482307434,1.8967784868962239,0.5976883496711951,129.76052577293007
10,1046.4582999702543,546.0,2537.0,-0.04,0.02,0.98,1.28,0.18,-2.32,68.68,60.92,-43.57,1502.4960041046143,-169.63155567646027,257.83202052116394,1.902943710542175,0.597415728238994,129.71244071268083
11,1149.42249993328,516.0,2621.0,-0.04,0.02,0.98,1.28,0.18,-2.2,68.32,61.63,-44.25,1502.4596452713013,-169.60634291172028,257.8301727771759,1.9035479168962357,0.5862829972066744,129.755346743235
12,1252.9067000141367,507.0,2652.0,-0.04,0.02,0.98,1.28,0.18,-2.32,67.08,61.09,-44.77,1502.472162246704,-169.59436237812042,257.8304708003998,1.8953112691669636,0.6166606211727668,129.75270648156325
13,1357.7710000099614,560.0,2493.0,-0.04,0.02,0.98,1.22,0.12,-2.26,69.74,60.92,-44.25,1502.4715662002563,-169.62379217147827,257.8299045562744,1.903565419681842,0.5935326022261913,129.71174500073732
14,1461.2682999577373,553.0,2510.0,-0.04,0.02,0.98,1.22,0.18,-2.26,67.61,60.92,-43.22,1502.4555921554565,-169.6082055568695,257.8331232070923,1.8960848044659564,0.6020775608684068,129.7559668578306
15,1565.6548999249935,585.0,2421.0,-0.04,0.02,0.98,1.22,0.12,-2.26,66.9,60.92,-43.57,1502.4935007095337,-169.6281135082245,257.8357756137848,1.9027927506804463,0.6184400962123429,129.71165692206262
16,1669.6699999738485,550.0,2440.0,-0.04,0.02,0.98,1.28,0.18,-2.26,69.57,60.02,-45.12,1502.480149269104,-169.64007914066315,257.8408122062683,1.8981152398695247,0.638207026221037,129.71106892337355
17,1775.5008999956772,526.0,2511.0,-0.04,0.02,0.98,1.28,0.24,-2.2,69.03,60.56,-44.25,1502.489447593689,-169.62474584579468,257.83663988113403,1.898655187169415,0.5976476733305888,129.71228716960724
18,1879.3987999670208,576.0,2380.0,-0.04,0.02,0.98,1.28,0.24,-2.2,68.86,60.02,-45.12,1502.500057220459,-169.6384996175766,257.8142583370209,1.892156942343182,0.5811760988593555,129.7166581146492
19,1983.869899995625,557.0,2456.0,-0.2,-0.01,0.93,1.28,-22.16,3.11,69.92,60.74,-43.74,1502.485990524292,-169.63493824005127,257.8326463699341,1.900983824723364,0.6062766638302053,129.70592746242585
20,2087.9005999304354,541.0,2489.0,-0.12,-0.04,0.79,0.24,-6.65,-0.79,69.03,61.27,-42.88,1493.7344789505005,-168.45856606960297,257.919579744339,1.9014956668319363,0.6262529283405811,130.11641561095666
21,2191.2880999734625,529.0,2510.0,-0.18,0.07,0.97,4.09,-6.47,0.49,69.92,61.45,-44.08,1471.6017246246338,-165.30586779117584,257.74383544921875,1.9040197075766945,0.5190708969097624,130.3981225402156
22,2294.840899994597,524.0,2574.0,0.0,0.02,1.0,4.58,-10.01,-2.75,69.03,61.99,-44.6,1445.229172706604,-161.8986576795578,257.312148809433,1.9975818865887485,0.41964879949571077,130.64550911193808
23,4107.044699951075,1024.0,2750.0,-0.13,0.1,0.98,9.64,-2.81,-4.09,81.46,57.34,-37.37,867.6853775978088,-74.90356266498566,255.53292036056519,2.025871265277131,0.38201510029435165,129.98101036328308
24,4210.473299957812,1072.0,2713.0,0.11,0.13,1.04,9.7,0.61,5.62,84.83,60.38,-35.47,835.5676531791687,-70.37855684757233,255.39788603782654,2.156818208489836,0.6300656517783045,130.94461987339326
25,4418.56869996991,1137.0,2666.0,0.04,-0.02,0.96,-0.67,2.99,-5.49,85.72,59.13,-33.23,793.3482527732849,-67.09729880094528,255.4013729095459,1.9460662282398777,0.5018911231191763,132.2331358687801
26,4617.381699965335,1170.0,2660.0,-0.16,-0.02,1.02,-0.24,8.61,0.24,86.43,63.42,-33.92,780.2181243896484,-65.8450573682785,255.49402832984924,1.9099660072031703,0.534479458731388,132.6786180675182
27,4836.547899991274,1223.0,2615.0,0.08,0.03,1.13,-0.85,11.9,2.44,85.01,68.06,-33.92,721.137285232544,-61.06562912464142,255.50389289855957,1.8803457416108431,0.5711898756245367,133.9565602502265
28,5134.001299971715,1290.0,2584.0,0.07,-0.01,0.85,-1.28,-3.36,2.69,80.04,73.42,-39.09,643.9459323883057,-56.248366832733154,254.9484670162201,1.9676371536619721,0.42832522709254367,134.80345215622387
29,5237.415799987502,1320.0,2611.0,-0.08,0.24,0.89,5.43,-10.13,-1.1,80.57,76.46,-42.02,630.1119327545166,-54.754164069890976,255.1504373550415,2.107400702883851,0.7063904470858748,135.3052537030068
30,5341.602099942975,1347.0,2590.0,-0.1,0.06,0.88,1.65,1.4,-1.89,79.15,77.17,-43.39,606.152355670929,-54.09814417362213,254.94015216827393,2.008469525914675,0.5660380244608092,135.58913317798823
31,5446.608999976888,1360.0,2609.0,-0.02,-0.14,0.85,-4.88,-12.39,5.31,79.86,81.1,-48.56,580.1769495010376,-54.6395480632782,254.64090704917908,1.680920569663511,0.14421450984782297,135.43728664345795
