Sample,Time (ms),ESP32_X,ESP32_Y,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,208.1928000006883,2571.0,3700.0,-0.05,0.02,0.98,0.85,0.24,-1.59,73.29,51.98,21.87,-908.5869789123535,562.9343390464783,247.80434370040894,-2.3389934166052453,1.1669844994889529,-145.95987842133937
3,310.4571000003489,2581.0,3804.0,-0.05,0.02,0.98,0.98,0.12,-1.65,72.23,50.2,22.21,-908.59055519104,562.9503130912781,247.80622124671936,-2.335351051395409,1.1836906694375047,-145.95912006096674
4,413.53130000061356,2589.0,3793.0,-0.05,0.02,0.98,0.92,0.18,-1.59,73.12,52.52,22.39,-909.5934629440308,559.3602061271667,247.81924486160278,-2.200361803137968,1.0998228881131609,-145.69692562307367
5,518.2720000011614,2594.0,3810.0,-0.05,0.02,0.98,0.98,0.12,-1.65,73.12,52.16,21.01,-912.7618074417114,543.7654256820679,248.06901812553406,-2.323724631599764,1.1830159011404418,-145.1003495062973
6,622.2447000000102,2592.0,3791.0,-0.05,0.02,0.98,1.04,0.18,-1.65,73.12,50.38,21.01,-917.2427654266357,520.6941962242126,248.27110767364502,-2.2549190286432683,1.137675844789101,-144.4962604470829
7,726.6482000013639,2571.0,3794.0,-0.04,0.03,0.98,0.92,0.24,-1.53,74.36,51.27,21.52,-922.7468371391296,495.2392578125,248.4106570482254,-2.434568323219686,1.37407872496039,-143.8152404173862
8,830.2484000014374,2598.0,3789.0,-0.04,0.02,0.98,0.85,0.18,-1.59,72.76,52.52,22.39,-927.7121424674988,466.29035472869873,248.83165955543518,-2.2474241747001815,1.3401855286777522,-142.947207674824
9,933.8459000009607,2599.0,3780.0,-0.06,-0.05,1.02,-4.88,2.44,-9.77,73.12,40.01,24.45,-932.1162104606628,437.71910667419434,248.59875440597534,-2.4582082140288173,1.367019905317168,-142.26435596833016
10,1036.852799999906,2658.0,3559.0,-0.04,0.02,0.98,0.98,0.18,-1.53,94.94,65.92,19.8,-937.0520114898682,406.8959653377533,248.44695627689362,-2.141357750959658,1.2096932149315596,-141.37890881857803
11,1138.9166000008117,2554.0,3476.0,-0.01,-0.05,0.93,-1.59,-1.71,7.32,83.05,77.17,-9.3,-939.5812153816223,377.7010142803192,248.65950644016266,-2.4514824829794217,0.9237556021782442,-140.8012117596876
