Sample,Time (ms),ESP32_X,ESP32_Y,UWB_QF,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,207.84810002078302,738.0,1659.0,62.0,0.01,-0.0,-0.99,0.13,0.28,0.13,57.42,50.56,-14.73,-1239.6143674850464,-827.7614116668701,225.85178911685944,-0.3026473642852169,-1.6328520059555318,50.565731947666954
3,311.4034000027459,711.0,1600.0,54.0,0.01,0.0,-1.0,0.11,0.35,0.06,59.77,48.21,-15.86,-1239.6122217178345,-827.7642130851746,225.83667933940887,-0.3159171730937918,-1.6691023057100531,50.5836517570469
4,415.9343000210356,696.0,1659.0,50.0,0.01,-0.0,-1.0,-0.3,0.29,0.12,59.77,48.21,-14.73,-1239.6029233932495,-827.7782201766968,225.83140432834625,-0.3156344432487564,-1.6609329363999172,50.58429819445093
5,520.5928000214044,696.0,1646.0,57.0,0.01,0.0,-1.0,-0.23,-0.01,0.08,59.77,48.21,-13.59,-1239.6043539047241,-827.769935131073,225.84179043769836,-0.31636980792494457,-1.6837991028881951,50.58320133820128
6,625.5469000025187,725.0,1675.0,50.0,0.01,0.0,-1.0,-0.13,0.2,0.03,60.94,48.21,-15.86,-1239.5877838134766,-827.7416825294495,225.84287822246552,-0.3039793981312071,-1.6857516094000835,50.5899384939721
7,730.2326000062749,723.0,1621.0,57.0,0.01,0.0,-1.0,-0.23,0.3,0.02,59.77,48.21,-13.59,-1239.5999431610107,-827.7497887611389,225.85004568099976,-0.2959549806737759,-1.6434998842747381,50.58208034403231
8,832.0660000026692,700.0,1585.0,62.0,0.02,0.0,-1.0,-0.06,0.26,0.14,59.77,50.56,-14.73,-1239.588737487793,-827.7615308761597,225.85196793079376,-0.3085434742993024,-1.631468072879972,50.56518547897122
9,1409.7458000178449,703.0,1694.0,51.0,0.05,-0.04,-0.97,-1.9,-1.97,-0.19,59.77,47.03,-14.73,-1240.4453754425049,-791.9583320617676,226.41229629516602,-0.6036158997124202,-1.8511645997569892,50.73877243612804
10,1513.707100006286,700.0,1661.0,59.0,0.06,0.16,-0.82,-0.37,9.73,-2.76,59.77,48.21,-11.33,-1239.1663789749146,-767.5837874412537,226.31700336933136,-0.1431800606092203,-1.493013574642557,50.87964563060175
11,1617.4650000175461,727.0,1708.0,57.0,0.07,0.18,-0.77,6.06,-1.92,-2.39,59.77,48.21,-11.33,-1239.4514083862305,-742.6913976669312,226.6513556241989,-0.2499795223738436,-1.3881348640139681,51.09800313630711
12,1721.624800004065,732.0,1719.0,62.0,-0.05,0.02,-0.71,-2.1,-1.5,1.06,63.28,47.03,-12.46,-1239.8918867111206,-717.3480987548828,226.4057993888855,-0.39565115488442043,-1.7225926033119232,51.362814295737074
13,1827.1324000088498,723.0,1725.0,58.0,-0.05,0.06,-0.62,-8.15,1.6,0.67,63.28,49.38,-11.33,-1239.518642425537,-689.1471743583679,226.33033990859985,0.07208527491976349,-1.5305771537170876,51.31720087390177
14,1930.682500009425,720.0,1738.0,52.0,0.06,0.03,-0.66,-9.57,4.47,0.93,64.45,48.21,-7.93,-1241.1335706710815,-660.4505181312561,226.46966576576233,-0.1671680643976829,-1.6810220243258371,50.992968093235895
15,2034.0522000042256,706.0,1763.0,59.0,-0.05,-0.09,-0.8,5.04,14.38,-5.6,63.28,49.38,-9.06,-1241.9148683547974,-634.3106627464294,226.12501680850983,-0.24831022514189466,-1.6287876199751528,50.85699749919649
16,2137.625500006834,696.0,1761.0,59.0,-0.09,-0.21,-0.98,7.16,5.61,0.2,63.28,49.38,-9.06,-1241.546392440796,-607.7073812484741,226.3571172952652,-0.208890979679006,-1.8131256143545826,51.07296937356488
17,2242.1918000036385,713.0,1751.0,57.0,0.12,-0.13,-1.04,7.11,2.01,2.06,62.11,49.38,-10.2,-1243.3722019195557,-578.9364576339722,226.74700617790222,-0.7583450577638449,-2.121077830782176,51.10680639419111
18,2346.2569000257645,692.0,1753.0,46.0,-0.02,-0.17,-1.06,1.75,0.85,0.36,60.94,48.21,-12.46,-1241.9164180755615,-552.7594089508057,226.97605192661285,-0.3288400806465665,-1.7589490942514046,51.351065192296545
19,2449.8014000128023,686.0,1809.0,64.0,-0.03,-0.05,-1.16,1.79,-0.38,-0.01,59.77,49.38,-14.73,-1242.1371936798096,-524.0026712417603,227.38677263259888,-0.530487622853039,-1.7308458688809034,51.60586045018459
20,2553.3857000118587,693.0,1850.0,70.0,0.07,-0.04,-1.21,1.34,-2.26,2.98,56.25,49.38,-12.46,-1242.0761585235596,-497.507780790329,227.42080688476562,-0.3005858178665631,-1.6295102677288684,51.688208120223905
21,4764.976000005845,718.0,2249.0,75.0,-0.03,-0.12,-0.77,-7.57,10.45,4.42,58.59,47.03,2.27,-1244.8488473892212,93.14568340778351,227.53897309303284,-0.4314421957652579,-1.8268737687304386,50.750369737844295
22,4869.1560000006575,708.0,2438.0,79.0,0.02,-0.03,-1.0,-4.83,-3.05,-0.21,60.94,58.79,-7.93,-1244.8091506958008,120.0827807188034,227.72786021232605,-0.7616232180833915,-1.8101406044519106,50.85586150602499
23,4972.723400016548,706.0,2486.0,58.0,0.14,0.12,-0.58,-7.05,2.49,6.72,60.94,58.79,-7.93,-1244.384527206421,148.60892295837402,227.55981981754303,-0.3681888360058336,-1.6450909551666397,50.96392369647981
24,5089.5079000038095,719.0,2492.0,75.0,0.02,0.18,-0.64,-6.72,3.63,-0.01,64.45,57.61,-5.66,-1244.1928386688232,179.71742153167725,227.306067943573,-0.22842016542725185,-1.6930135031488656,50.77412703906184
25,5191.802000015741,706.0,2494.0,61.0,-0.0,0.11,-0.68,-11.7,2.68,1.96,65.62,59.96,-7.93,-1245.2841997146606,206.11202716827393,227.24074125289917,-0.4164695339049184,-1.8862102039100257,50.545091450210435
26,5297.498200001428,712.0,2505.0,69.0,0.04,-0.03,-1.05,-3.71,2.81,-0.41,66.8,58.79,-9.06,-1246.0076808929443,235.0047528743744,226.9047051668167,-0.6834259746735256,-2.116705834285773,50.36924531112659
27,5402.780800010078,720.0,2606.0,77.0,-0.04,-0.14,-1.22,-3.68,-1.56,-0.6,65.62,58.79,-9.06,-1245.721459388733,262.02425360679626,227.11274027824402,-0.7190255141329004,-1.92273637310596,50.59108082097047
