Sample,Time (ms),ESP32_X,ESP32_Y,UWB_QF,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,412.1306999877561,684.0,1636.0,54.0,0.01,0.0,-1.0,-0.01,0.37,-0.01,58.59,54.09,-12.46,-1180.6303262710571,-872.0970749855042,226.2604832649231,-0.41009385673277565,-1.3937798466677016,55.32570129261659
3,517.4597000004724,697.0,1610.0,44.0,0.02,0.01,-1.0,-0.31,0.04,0.21,58.59,51.73,-14.73,-1180.6187629699707,-872.0834255218506,226.27653181552887,-0.4019480604895362,-1.3898852457013282,55.325798269867164
4,622.3232999909669,718.0,1619.0,62.0,0.01,0.0,-1.0,-0.25,0.14,-0.06,58.59,51.73,-14.73,-1180.6331872940063,-872.1006512641907,226.27854347229004,-0.40896725215183005,-1.4007048229207633,55.321366437106605
5,727.9115999990609,666.0,1593.0,56.0,0.01,0.0,-1.0,-0.1,0.62,0.03,58.59,54.09,-14.73,-1180.6069612503052,-872.0974922180176,226.27754509449005,-0.40280441656436883,-1.390357084925917,55.321258332137
6,832.9623999889009,679.0,1628.0,52.0,0.01,0.0,-1.0,-0.22,-0.02,-0.03,57.42,52.91,-14.73,-1180.6135177612305,-872.0943927764893,226.28049552440643,-0.4022238018860508,-1.4044527388858843,55.321161592831864
7,938.2584000122733,723.0,1472.0,52.0,0.01,0.0,-1.0,-0.07,0.08,-0.09,60.94,54.09,-13.59,-1180.6144714355469,-872.097373008728,226.26850008964539,-0.40213518906825413,-1.4130430298514993,55.32318760028536
8,1048.1122999917716,657.0,1654.0,54.0,0.01,0.0,-1.0,-0.31,0.13,0.28,60.94,51.73,-15.86,-1180.6236505508423,-872.092604637146,226.25719010829926,-0.4078419297387337,-1.415472693200541,55.323562891418895
9,1161.1289999855217,711.0,1673.0,49.0,0.01,0.01,-1.0,0.06,0.28,-0.15,59.77,52.91,-14.73,-1180.6436777114868,-872.1121549606323,226.2682318687439,-0.40888897906682464,-1.4067116935835722,55.32277715724595
10,1266.5386000007857,724.0,1587.0,66.0,0.01,0.0,-1.0,-0.17,-0.05,-0.12,58.59,52.91,-14.73,-1182.1656227111816,-862.4650239944458,226.4329046010971,-0.4435726028841016,-1.666221289593447,55.42225233007476
11,1370.4825000022538,714.0,1599.0,53.0,0.01,0.01,-0.99,-0.17,0.05,0.01,59.77,55.26,-13.59,-1183.125615119934,-842.4903154373169,226.6996204853058,-0.49915946280550905,-1.4193442224131418,55.80477407525937
12,1475.407499994617,746.0,1565.0,59.0,0.01,0.0,-0.99,-0.11,0.02,-0.0,60.94,52.91,-14.73,-1184.3196153640747,-820.3540444374084,226.5387922525406,-0.1149667711799682,-1.2538014555117722,56.32038414627508
13,1580.4225000028964,661.0,1649.0,55.0,0.13,-0.08,-0.87,1.38,8.44,-3.21,63.28,49.38,-13.59,-1186.8752241134644,-793.4727072715759,226.18286311626434,-0.030430556347038083,-1.352122417131556,56.21385314544955
14,1685.714299994288,698.0,1614.0,55.0,0.09,-0.01,-0.99,0.56,-6.01,7.32,59.77,51.73,-14.73,-1191.1040544509888,-767.370879650116,226.21403634548187,-0.2726569606522467,-1.5797148216742767,56.03825456116714
15,1790.5866999935824,735.0,1697.0,62.0,-0.0,-0.01,-1.03,0.51,-1.02,-0.09,62.11,45.86,-6.8,-1194.4518089294434,-739.0425801277161,226.07994079589844,-0.24148723767456975,-1.6834376293524664,56.22251173626833
16,1894.0175999887288,815.0,1673.0,63.0,0.02,-0.03,-0.92,6.69,1.5,-5.77,50.39,70.55,-15.86,-1197.4053382873535,-709.5048427581787,226.07377171516418,-0.4346015175138626,-1.6770856078787773,56.180360958624924
17,1999.4805000023916,815.0,1663.0,56.0,0.01,0.0,-0.99,-0.29,0.44,0.07,57.42,50.56,-11.33,-1201.2379169464111,-682.948648929596,226.38237476348877,-0.7513908056132693,-1.9759948938537208,56.39231278746953
18,2103.7206999899354,800.0,1650.0,55.0,0.0,0.0,-1.0,0.02,0.34,-0.14,57.42,50.56,-12.46,-1202.8396129608154,-653.9106369018555,226.78954899311066,-0.27612415767362125,-1.6765591200830776,56.53801581176265
19,2207.756399991922,814.0,1641.0,61.0,0.01,0.0,-1.0,-0.38,0.27,-0.02,56.25,52.91,-11.33,-1204.9739360809326,-626.5536546707153,226.9086092710495,-0.3800421948978552,-1.6536552217973768,56.57219953511292
20,2311.9136999885086,779.0,1634.0,60.0,0.01,0.01,-1.0,-0.42,0.45,0.13,55.08,51.73,-11.33,-1207.3192596435547,-596.6678857803345,226.82717442512512,-0.22107569316855719,-1.3909427926681628,56.52145947689301
21,2416.398500005016,824.0,1622.0,52.0,0.01,0.0,-1.0,-0.34,0.08,-0.03,57.42,51.73,-12.46,-1210.4427814483643,-569.342851638794,226.93154215812683,0.028174941008322282,-1.650915818436299,56.706594312964086
22,2520.5571000115015,2.0,1589.0,57.0,0.01,0.0,-1.0,-0.35,0.24,0.13,56.25,50.56,-12.46,-1214.65265750885,-539.3728613853455,226.69534385204315,-0.4468704133530921,-1.7352836579642985,56.10833450270908
23,2623.9589999895543,807.0,1628.0,64.0,0.01,0.01,-1.0,-0.23,0.05,0.11,57.42,49.38,-11.33,-1217.820644378662,-517.8730487823486,226.65661573410034,-0.6558211776581718,-1.8776158637874993,56.06179590113312
24,2730.388900003163,825.0,1661.0,57.0,0.01,0.0,-1.0,-0.19,0.2,0.07,57.42,51.73,-11.33,-1217.6098823547363,-511.32482290267944,226.5433818101883,-0.5497465452939836,-2.0446899054116443,55.92516947419515
25,2834.9596000043675,834.0,1628.0,62.0,0.01,0.01,-1.0,-0.11,0.04,0.1,57.42,50.56,-11.33,-1217.1714305877686,-512.2031569480896,226.57720744609833,-0.38858569143581306,-1.8069100973489962,55.8789946986146
26,2938.6635000118986,789.0,1651.0,57.0,0.01,0.01,-1.0,-0.1,0.34,-0.13,57.42,50.56,-10.2,-1217.2521352767944,-512.4533176422119,226.65293514728546,-0.28430648127196234,-1.7731311775228202,54.459365918398426
27,3042.741599987494,768.0,1597.0,65.0,0.01,0.0,-1.0,-0.23,0.1,-0.09,58.59,51.73,-11.33,-1217.763900756836,-506.6320300102234,226.6513556241989,-0.31689910475987515,-1.8496648325012541,54.29088437377378
28,3147.262199985562,806.0,1618.0,56.0,0.01,0.0,-0.99,-0.23,0.11,0.01,56.25,51.73,-12.46,-1219.0337181091309,-489.48875069618225,226.99478268623352,-0.40084636443894955,-1.8781288323539427,54.667256604010475
29,3251.466999994591,790.0,1655.0,63.0,0.0,0.01,-0.99,-0.22,0.08,0.21,56.25,51.73,-10.2,-1221.515417098999,-468.06472539901733,227.106973528862,-0.8023302429076827,-2.19895248490414,54.990977471385
30,3355.7530000107363,844.0,1664.0,67.0,0.01,0.01,-0.99,-0.46,0.17,0.1,55.08,51.73,-10.2,-1221.8230962753296,-441.8494403362274,227.15674340724945,-0.29707755356353177,-1.7147546726157696,55.09549030210197
31,3460.3978999948595,827.0,1641.0,62.0,0.01,0.01,-1.0,0.0,0.18,0.1,57.42,51.73,-12.46,-1223.8032817840576,-415.4440760612488,227.5368869304657,-0.5008360693040286,-1.6755641386528382,55.28195818915917
32,3565.4175000090618,851.0,1695.0,59.0,0.0,0.01,-0.99,-0.21,0.37,0.2,56.25,49.38,-12.46,-1226.2749671936035,-386.6710066795349,227.56189107894897,-0.3713830966468552,-1.7784133580779207,55.525957958718415
33,3669.7138999879826,849.0,1660.0,66.0,0.01,0.01,-0.99,-0.21,0.24,-0.05,58.59,50.56,-13.59,-1227.677822113037,-356.6006124019623,227.25951671600342,-0.05325437720588846,-1.337591397119812,55.12686216362168
