Sample,Time (ms),ESP32_X,ESP32_Y,UWB_QF,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,202.66609999816865,1481.0,375.0,70.0,0.01,0.01,-1.0,-0.02,0.22,0.13,106.64,71.72,5.66,-242.98422038555145,-1858.2744598388672,229.93485629558563,-0.5685832589867261,-0.8979730193476323,0.9300700182087142
3,306.1269999889191,1466.0,432.0,74.0,0.01,0.01,-0.99,-0.17,0.49,-0.13,105.47,71.72,5.66,-215.08176624774933,-1836.9615077972412,229.94527220726013,-0.07580972383378076,-0.5878274445995756,0.7614150198775935
4,410.9781000006478,1511.0,351.0,69.0,0.01,0.01,-1.0,-0.32,0.21,-0.05,105.47,72.9,5.66,-187.05010414123535,-1810.3872537612915,229.7656685113907,-0.8283091572273171,-0.8847170950500941,0.09891227140538066
5,515.5143000010867,1468.0,442.0,70.0,0.01,0.0,-1.0,0.12,0.3,-0.03,105.47,69.37,6.8,-161.01235151290894,-1787.432312965393,229.4328361749649,-1.152983933613619,-1.5296468461839312,-0.65931094886316
6,619.8341000126675,1478.0,388.0,70.0,0.01,0.01,-0.99,-0.27,0.19,0.1,105.47,72.9,7.93,-132.2094202041626,-1763.7591361999512,228.9855182170868,-1.067440367035516,-1.6811454243840627,-1.415504344298564
7,723.7247999873944,1472.0,404.0,76.0,0.02,0.01,-1.0,-0.22,0.37,0.04,105.47,68.2,5.66,-101.49456560611725,-1742.948293685913,229.1489839553833,-0.369503750648416,-1.1982641753775916,-1.9809143875237674
8,828.8774999964517,1468.0,456.0,74.0,0.01,0.01,-1.0,-0.1,0.11,0.04,105.47,69.37,5.66,-74.28260147571564,-1722.2535610198975,229.27185893058777,-0.3557022310355444,-1.1231940100056013,-2.597396638696796
9,932.6626000110991,3.0,410.0,69.0,0.01,0.0,-0.99,-0.26,0.21,0.09,104.3,70.55,4.53,-43.87935250997543,-1701.0952234268188,229.46195304393768,-0.13909769007863643,-0.8042455828217614,-3.2454765143847633
10,1037.4471000104677,1479.0,401.0,69.0,0.01,0.01,-1.0,-0.23,0.27,-0.01,107.81,70.55,5.66,-17.878208309412003,-1678.3192157745361,229.45649921894073,-1.0067841144082506,-1.41564033496826,-4.173143289078788
11,1139.6524000156205,1476.0,453.0,71.0,0.01,0.0,-0.99,-0.27,0.14,0.17,105.47,71.72,5.66,9.36006661504507,-1657.816767692566,229.11511361598969,-1.1060836674514876,-1.9856785858348407,-4.755548192780854
12,1244.6291999949608,1473.0,406.0,69.0,0.01,0.01,-1.0,-0.33,0.3,0.17,106.64,70.55,6.8,40.069013833999634,-1637.6792192459106,229.080468416214,-0.8440491670034334,-1.9008090574662904,-5.499546622648237
13,1348.3322999964003,1463.0,421.0,69.0,0.01,0.01,-1.0,-0.46,0.45,0.02,103.12,70.55,5.66,69.95829194784164,-1621.9443082809448,229.2947620153427,0.37304326255093645,-1.1120676460397816,-6.082415848124595
14,1452.8770000033546,1466.0,426.0,71.0,0.01,0.01,-1.0,-0.2,0.28,-0.09,105.47,71.72,6.8,100.03496706485748,-1600.8776426315308,229.4306457042694,-0.18383178788360488,-1.1698084610634645,-6.878294868886082
15,1555.8320000127424,1454.0,355.0,70.0,0.01,0.01,-0.99,0.0,0.3,0.03,108.98,71.72,6.8,128.9718896150589,-1583.2668542861938,229.58657145500183,-0.05955237587878148,-1.2448692081654051,-7.031403753882246
16,1660.6514000159223,1456.0,386.0,71.0,0.01,0.01,-1.0,-0.21,0.38,-0.24,106.64,72.9,5.66,159.67801213264465,-1561.8419647216797,229.99604046344757,-0.5695340952685926,-1.180653232357794,-8.301272630170507
17,1764.4162999931723,1471.0,438.0,70.0,0.01,0.01,-1.0,0.01,0.17,-0.11,105.47,71.72,6.8,188.6582374572754,-1543.6545610427856,229.81469333171844,-0.6493442512077381,-1.6030433951958292,-9.27204770392194
18,1868.2341999956407,1495.0,427.0,73.0,0.08,0.06,-1.06,2.54,0.99,80.1,79.69,65.84,3.4,220.36829590797424,-1525.3835916519165,229.81134057044983,-0.48500401508420005,-1.4057885985249488,-9.750193816849091
19,1972.2292000078596,1500.0,478.0,69.0,0.0,0.0,-0.99,-0.23,0.46,0.13,73.83,72.9,3.4,250.76597929000854,-1510.6486082077026,229.89845275878906,0.07812523712438563,-0.7023736387650877,-10.160015657252035
20,2077.944499993464,1716.0,679.0,81.0,-0.23,-0.16,-1.2,-1.65,-11.14,8.71,89.06,88.18,12.46,282.65607357025146,-1492.3717975616455,230.20616173744202,-0.03975731967463454,-0.8358119508880281,-10.920075643555677
21,2183.046399994055,2162.0,1051.0,87.0,0.12,-0.17,-1.08,2.6,0.08,7.28,87.89,98.77,-11.33,313.0646347999573,-1476.85706615448,230.36012053489685,0.06136705569379208,-0.7761916375421439,-11.283660606447464
22,2288.4505999973044,2208.0,1123.0,91.0,0.0,-0.04,-0.98,-11.19,3.71,11.94,90.23,96.41,-10.2,345.0443148612976,-1458.286166191101,230.69337010383606,-0.3196471539901497,-0.9767413795868333,-12.726373304661246
23,2392.1002999995835,2273.0,1115.0,90.0,-0.0,0.32,-1.15,-10.46,2.66,7.35,89.06,91.71,-13.59,378.0148923397064,-1441.7351484298706,230.5881828069687,-0.027965922619017022,-0.9461128371997987,-13.351453212907867
24,2497.3528000118677,2309.0,1111.0,92.0,-0.26,0.0,-0.79,-3.69,3.4,0.34,91.41,92.89,-9.06,403.896301984787,-1427.2738695144653,230.68931698799133,-0.6144815829228797,-1.2055928470810515,-13.801844521549622
25,2660.0807000068016,2397.0,1097.0,88.0,0.01,-0.01,-1.02,0.89,0.14,-0.62,91.41,94.06,-5.66,415.57538509368896,-1422.531247138977,230.43109476566315,-0.43848374543124374,-1.2502823222504456,-14.425168652970775
26,2863.6769000149798,2467.0,1078.0,81.0,0.1,0.08,-1.01,3.8,0.54,-85.66,92.58,96.41,-10.2,414.7157669067383,-1422.7408170700073,230.53035140037537,-0.5439278232472389,-1.2069772096482305,-11.834810455792503
27,2967.557600000873,2482.0,1085.0,89.0,0.1,0.01,-0.92,2.13,1.49,-137.56,92.58,96.41,-10.2,416.05550050735474,-1422.8273630142212,230.4375022649765,-0.40532210891217924,-1.3415830741822499,-2.0557514460729114
28,3073.247899999842,2460.0,1131.0,96.0,0.17,-0.03,-0.94,12.09,6.87,-169.12,89.06,95.24,-10.2,418.6939299106598,-1423.3449697494507,230.00630736351013,0.18208090615476943,-1.1860671120770223,12.871200722345504
29,3177.4111000122502,2455.0,1159.0,95.0,0.01,0.05,-1.09,21.85,-11.25,-178.58,83.2,91.71,-7.93,420.52286863327026,-1419.7802543640137,230.64422607421875,-0.418745035364906,-1.0874788870944256,31.487476935701828
30,3287.6341000082903,2449.0,1188.0,85.0,0.04,-0.03,-0.98,17.98,5.43,-175.72,79.69,88.18,-11.33,422.0925271511078,-1416.7726039886475,230.5428981781006,-0.48565894397248843,-1.4594109606343046,51.670092243180626
31,3391.600200004177,2436.0,1201.0,93.0,0.02,-0.02,-1.0,1.01,5.19,-28.93,78.52,83.48,-7.93,422.8721857070923,-1413.3609533309937,230.59627413749695,-0.1581583051812043,-1.219752060719846,61.15408430138593
