Sample,Time (ms),ESP32_X,ESP32_Y,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,222.05639999992854,340.0,3033.0,-0.04,0.02,0.98,1.04,0.12,-1.59,65.66,82.17,-56.14,-1463.036298751831,462.74489164352417,247.99512326717377,-2.5359589934078683,0.9494311333847238,-43.18048200306702
3,326.6390999997384,371.0,3035.0,-0.04,0.02,0.98,0.98,0.18,-1.59,66.37,83.6,-55.1,-1463.2582664489746,462.83823251724243,248.18289279937744,-2.427311899229466,0.6981885778784156,-43.17751042873498
4,430.1075999992463,409.0,3033.0,0.25,0.1,0.97,-1.46,6.77,0.92,61.23,80.21,-52.18,-1451.2147903442383,463.8928472995758,248.19771945476532,-2.5725373539076593,0.8008744835347965,-42.454781193216114
5,533.1478999996762,498.0,3083.0,-0.04,0.02,0.98,0.92,0.18,-1.65,59.1,79.14,-52.18,-1442.3396587371826,463.7283682823181,247.9647397994995,-2.5293301855907133,0.7649170883688371,-41.974155575498635
6,637.4159999995754,486.0,3063.0,-0.04,0.02,0.98,0.92,0.18,-1.65,62.29,79.14,-52.18,-1441.915512084961,464.00970220565796,247.99302220344543,-2.57585280868867,0.8761110269331128,-41.859255346930404
7,743.109099999856,537.0,3017.0,-0.04,0.02,0.98,0.92,0.18,-1.59,60.52,79.85,-52.18,-1437.917947769165,463.32475543022156,247.94013798236847,-2.2295640731493105,0.8322139898424336,-41.44142654067674
8,848.3259000004182,505.0,3036.0,-0.04,0.02,0.98,0.92,0.18,-1.53,61.23,80.57,-52.18,-1421.728491783142,465.64939618110657,248.07752668857574,-2.6616584342537646,0.7056815951347585,-40.76995783621021
9,952.8649999992922,469.0,3099.0,-0.04,0.02,0.98,0.98,0.06,-1.59,61.23,79.14,-52.52,-1397.4833488464355,467.9050147533417,248.00392985343933,-2.844094048657822,0.5612311426790949,-40.02681285249355
10,1056.7883000003349,491.0,3060.0,-0.04,0.02,0.98,0.98,0.12,-1.65,61.4,79.67,-52.69,-1371.9052076339722,468.7082767486572,247.90094792842865,-2.612943446023627,0.8844580830699427,-38.81839327450799
11,1159.2667999993864,514.0,3072.0,-0.31,0.04,1.03,-4.03,7.81,5.37,60.69,78.24,-50.28,-1354.853868484497,469.69980001449585,247.970849275589,-2.547747413321358,0.8633154994118252,-38.514559935208375
12,2453.5369999994145,646.0,2980.0,-0.1,-0.05,0.91,0.12,-11.11,8.24,52.53,75.74,-45.12,-1217.8843021392822,488.79677057266235,248.17177653312683,-2.521885348805722,0.7851435493588973,-33.469215840911694
13,2556.8530000000464,691.0,2943.0,-0.17,0.0,0.92,-10.74,7.26,9.77,51.47,72.88,-43.05,-1186.7387294769287,495.84901332855225,248.24319779872894,-2.8975766735725874,0.7307882141192602,-32.654542671555824
14,2732.889700000669,753.0,2952.0,-0.03,-0.02,0.84,-3.05,-11.29,10.01,50.4,70.03,-41.67,-1135.9647512435913,505.140483379364,248.0655461549759,-2.461695113974602,1.0185730961978463,-30.63613543015867
15,2837.1845000001485,808.0,2983.0,0.03,0.03,0.97,-3.36,0.0,9.77,50.58,69.85,-40.47,-1107.1306467056274,511.7408037185669,248.2258826494217,-2.5770522114191317,0.9368081753406372,-29.845028687620836
16,2940.7486000000063,830.0,2961.0,-0.08,-0.05,1.01,-1.1,2.87,8.42,50.58,67.35,-37.71,-1075.8596658706665,520.1583504676819,248.39270114898682,-2.7066341439134294,0.7922027338508346,-28.869189095134903
17,3045.054500000333,841.0,2998.0,-0.28,0.02,0.94,2.14,4.33,6.53,49.87,65.92,-36.68,-1047.0881462097168,527.8701186180115,248.35611879825592,-2.684372687751401,0.9008036421890333,-27.74808235459135
18,3149.808399999529,818.0,3047.0,-0.01,0.05,1.08,0.06,14.28,0.79,48.09,65.2,-36.68,-1015.8783197402954,536.2297296524048,248.0134516954422,-2.6672522682540545,1.2267042531088244,-26.86443983035333
19,3253.8621999992756,803.0,3084.0,-0.0,0.01,0.99,1.77,4.64,-0.85,48.09,66.27,-34.27,-1001.7675161361694,540.4441952705383,248.08375537395477,-2.677700700187696,1.2716573052673832,-26.849788167156007
20,3357.962000000043,861.0,3105.0,-0.03,0.03,0.99,1.71,0.49,-1.95,48.45,66.99,-35.64,-999.036431312561,541.7897701263428,248.03772568702698,-2.744007474850621,0.9497847961039195,-26.97990950106496
21,3461.9311000005837,828.0,3137.0,-0.03,0.02,0.98,0.98,-0.31,-1.59,49.51,67.7,-34.61,-999.3809461593628,541.694164276123,248.0577528476715,-2.712049471685909,0.8546925900335228,-26.96876387382038
22,3566.1990999997215,878.0,3144.0,-0.04,0.02,0.98,0.85,0.49,-1.53,48.98,66.1,-36.51,-999.3946552276611,541.7017936706543,248.05569648742676,-2.7181931937105017,0.8408793706293165,-26.95816488377049
23,3667.997300000934,856.0,3174.0,-0.04,0.02,0.98,0.92,0.31,-1.53,50.93,66.63,-34.61,-999.3930459022522,541.7006015777588,248.05517494678497,-2.748247532571187,0.9029252145594774,-26.976690180622267
24,3771.66810000017,899.0,3175.0,-0.03,0.04,0.98,4.76,1.65,-70.43,49.34,66.45,-33.41,-999.796986579895,540.8517122268677,248.1364607810974,-2.5584776686821082,0.7741841838313418,-27.5763712690251
25,3875.9750000008353,861.0,3190.0,-0.12,-0.02,0.97,7.69,3.66,-113.77,49.34,70.38,-32.72,-1001.9192695617676,534.2735648155212,248.14455211162567,-2.842135020101365,0.7645296993258542,-35.7891872957212
26,3979.9504000002344,880.0,3154.0,-0.09,0.06,1.03,12.76,-3.05,-142.82,48.63,74.31,-34.09,-1007.2333812713623,523.9220261573792,248.00673127174377,-2.7001119392679027,0.6673298309414804,-47.590671951421236
