Sample,Time (ms),ESP32_X,ESP32_Y,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,213.99730001576245,2892.0,1815.0,-0.04,0.03,0.98,0.79,0.0,-1.4,70.63,77.89,-34.09,-876.2646317481995,617.7258491516113,245.82891166210175,2.5603202311487685,-0.9916123311370043,-130.74948843699715
3,666.687099961564,2866.0,1835.0,-0.04,0.03,0.98,0.85,0.0,-1.34,69.39,79.14,-33.58,-876.2699365615845,617.7290081977844,245.83633244037628,2.557659839105003,-0.9806466957007975,-130.7565694803678
4,769.9588999385014,2889.0,1805.0,-0.04,0.03,0.98,0.85,0.0,-1.34,72.23,78.78,-33.23,-876.26051902771,617.7284717559814,245.8278089761734,2.5592561059765035,-0.9952887767630014,-130.75898302017444
5,873.3643000014126,2895.0,1841.0,-0.04,0.03,0.98,0.85,0.06,-1.34,70.63,80.03,-33.41,-876.2757182121277,617.7276968955994,245.8249181509018,2.572640680115346,-0.9675760788974718,-130.7492591429318
6,976.6279000323266,2870.0,1799.0,-0.04,0.03,0.98,0.98,0.0,-1.34,71.34,78.6,-32.72,-876.2690424919128,617.7217364311218,245.81921100616455,2.5656680189828034,-0.9708022499588367,-130.75930154635594
7,1081.889900029637,2889.0,1820.0,-0.04,0.03,0.98,0.98,0.0,-1.4,70.81,80.57,-33.23,-876.2707114219666,617.7238821983337,245.815709233284,2.5634783441289657,-0.9830727123177961,-130.75509764104532
8,1185.3275999892503,2889.0,1814.0,-0.04,0.03,0.98,0.92,0.12,-1.34,71.34,78.96,-34.09,-876.2660026550293,617.7276372909546,245.81925570964813,2.5576636299790083,-0.9483444661299647,-130.75125447210695
9,1289.8106999928132,2858.0,1823.0,-0.04,0.03,0.98,0.85,0.12,-1.34,71.16,79.49,-34.27,-876.291036605835,617.7209615707397,245.8227425813675,2.557281903415138,-0.9624801776358054,-130.75991596694845
10,1395.0257999822497,2899.0,1807.0,-0.04,0.03,0.98,0.98,0.06,-1.4,71.34,78.6,-34.09,-876.2633204460144,617.7210807800293,245.82239985466003,2.554686115160292,-0.9744984238842258,-130.75672314055404
11,1498.0595000088215,2876.0,1791.0,-0.04,0.03,0.98,0.98,0.06,-1.4,70.45,79.14,-34.61,-876.2674927711487,617.7117228507996,245.8205223083496,2.5666940111903647,-0.9887100418769674,-130.74838905059212
12,1601.3034000061452,2908.0,1864.0,-0.04,0.03,0.98,0.85,0.0,-1.28,71.52,80.57,-34.27,-876.284122467041,617.7281737327576,245.82891166210175,2.5609947342143387,-0.9879113054183011,-130.7627926483611
13,1704.3950000079349,2882.0,1832.0,-0.04,0.03,0.98,0.92,0.06,-1.4,70.99,80.03,-32.72,-876.2604594230652,617.715060710907,245.83230912685394,2.565453031232769,-0.9853773306758148,-130.75430610754157
14,1808.0008999677375,9.0,1816.0,-0.04,0.03,0.98,0.92,-0.06,-1.4,71.34,79.32,-32.03,-876.2721419334412,617.7256107330322,245.8270788192749,2.5643534064086224,-0.9882199855547131,-130.7580176555095
15,1911.8465000065044,2881.0,1813.0,-0.04,0.03,0.98,0.92,0.0,-1.4,70.28,80.03,-33.06,-876.5772581100464,614.9247288703918,246.13332748413086,2.6661842118250365,-0.8409380339462198,-130.3861738789893
16,2015.5121999559924,2876.0,1809.0,-0.04,0.03,0.98,0.85,0.06,-1.4,71.87,79.85,-33.58,-875.7720589637756,594.6013331413269,246.06789648532867,2.4921785734212314,-0.5842951801110725,-129.85176020887388
17,2119.6636999957263,2888.0,1821.0,-0.04,0.03,0.98,0.92,0.0,-1.4,72.41,78.96,-31.34,-873.6603856086731,570.8861351013184,246.51743471622467,2.2188073643241952,-0.4399788516465929,-129.59237207305145
18,2223.3333999756724,2900.0,1806.0,-0.04,0.03,0.98,0.92,0.0,-1.4,71.16,77.71,-32.89,-870.8096742630005,541.7914390563965,246.45061790943146,2.3860110004059267,-1.0590008566748075,-129.52752977900678
19,2328.7371000042185,2885.0,1804.0,-0.04,0.03,0.98,0.85,0.12,-1.4,70.99,79.67,-33.75,-869.8798418045044,512.9857659339905,247.004896402359,2.040149617626869,-0.35024448018001186,-128.9679589963743
20,2432.3315999936312,2859.0,1821.0,-0.04,0.03,0.98,0.85,0.12,-1.4,72.58,79.14,-34.61,-868.1961297988892,480.66815733909607,247.2756952047348,2.16219168420786,-0.3225256121860876,-128.742219294872
21,2535.291700041853,2859.0,1784.0,-0.04,0.03,0.98,0.92,0.0,-1.4,70.45,79.85,-33.23,-866.5109276771545,450.81570744514465,247.29974567890167,2.2287447708429617,-0.25422549289904894,-128.62770032608842
22,2638.2998999906704,2882.0,1802.0,-0.04,0.03,0.98,0.85,0.0,-1.4,70.81,78.78,-33.92,-863.9132380485535,420.37317156791687,247.41120636463165,2.2022049479097223,-0.36808670293592066,-128.72552427061052
23,2743.991700001061,2.0,1803.0,-0.04,0.03,0.98,0.85,0.0,-1.4,70.63,79.32,-33.06,-861.6862297058105,386.46069169044495,247.40532040596008,2.0607594907343123,-0.42314400596436563,-128.66530815507977
24,2847.099900012836,2869.0,1799.0,-0.04,0.03,0.98,0.85,0.06,-1.34,72.41,80.39,-34.09,-859.6551418304443,353.05255651474,247.5041002035141,2.339117769755309,-0.5580417289380046,-128.82743381094085
25,2950.5353999556974,2877.0,1821.0,-0.04,0.03,0.98,0.85,0.0,-1.4,73.12,77.89,-33.75,-856.7659854888916,322.6573169231415,247.80716001987457,2.1300748092484376,-0.5120710911747727,-128.8189328320441
26,3053.667000029236,2879.0,1803.0,-0.04,0.03,0.98,0.92,0.18,-1.34,72.05,77.89,-34.09,-854.9569845199585,291.49895906448364,247.9707896709442,2.2272642022565603,-0.5901781987318352,-128.6343133196223
27,3159.2860999517143,2888.0,1828.0,-0.04,0.03,0.98,0.92,0.12,-1.34,71.52,79.85,-33.23,-853.6500930786133,257.9393982887268,248.05304408073425,2.4439640678442,-0.4499407282957613,-128.3521482898952
28,3262.8918000264093,2893.0,1809.0,-0.04,0.03,0.98,0.92,0.06,-1.34,71.16,79.14,-34.27,-851.6504764556885,226.75548493862152,248.29339981079102,2.227813246954044,-0.16718785274403697,-128.31991687459956
29,3366.1953000118956,2886.0,1790.0,-0.04,0.03,0.98,0.85,0.06,-1.34,71.7,78.96,-32.72,-848.8272428512573,193.189799785614,248.40225279331207,2.0599065282826334,-0.19702551194137888,-128.44349351883037
30,3469.3775000050664,2960.0,2040.0,-0.03,0.03,0.98,0.85,0.18,-1.28,70.1,90.93,-30.48,-847.5649356842041,162.62376308441162,248.08932840824127,2.6072177440588455,-0.44529138112200917,-128.29675738748793
31,3573.789699934423,11.0,1857.0,-0.04,0.03,0.98,0.92,0.0,-1.34,70.63,78.96,-33.75,-844.0110087394714,129.5919567346573,248.53140115737915,2.337992669683902,-0.468296939963129,-128.61603342011645
32,3677.2063999669626,2914.0,1804.0,-0.04,0.03,0.98,0.98,0.06,-1.34,70.45,78.42,-33.58,-841.5480256080627,99.02134537696838,248.38687479496002,2.621884826082728,-1.038476206673522,-128.6064095737959
33,3780.4767000488937,2878.0,1813.0,-0.04,0.03,0.98,0.85,0.0,-1.4,68.32,77.71,-35.64,-839.2542600631714,65.46799838542938,249.0648478269577,2.161143034564515,-0.45188559156286073,-128.2988439976053
34,3883.3219000371173,2934.0,1838.0,-0.04,0.03,0.98,0.85,0.0,-1.4,69.57,77.53,-33.75,-837.8593325614929,35.255931317806244,248.89738857746124,2.51151553897434,-0.6038413267629752,-128.2734785133467
35,3988.634999957867,2868.0,1796.0,-0.04,0.03,0.98,0.98,0.0,-1.4,70.45,76.99,-34.96,-836.3682627677917,4.452129825949669,249.04321134090424,2.637349397658375,-0.45708633118790926,-128.39217960777773
36,4092.3716999823228,2917.0,1840.0,-0.04,0.03,0.98,0.85,0.06,-1.4,70.99,79.32,-33.41,-833.2964181900024,-28.403595089912415,248.9728033542633,2.720435069672833,-0.6953648722983229,-128.6417252706665
37,4195.493199978955,2918.0,1858.0,-0.04,0.03,0.98,0.85,0.0,-1.4,70.45,78.78,-34.27,-831.4539194107056,-59.713032096624374,249.26963448524475,2.573049846114442,-0.5675428913079457,-128.7218227873656
38,4299.030299996957,2919.0,1842.0,-0.04,0.03,0.98,0.92,0.0,-1.34,70.81,77.71,-34.61,-828.1564712524414,-92.54227578639984,249.51514601707458,2.1471407960129287,-0.600079190738896,-128.9600439597714
39,4403.985599987209,2891.0,1812.0,-0.04,0.03,0.98,0.79,0.12,-1.34,69.39,78.42,-34.27,-826.8438577651978,-123.28200787305832,249.57355856895447,2.5711594176098727,-0.7179101538569633,-128.79618401050755
40,4507.308800006285,899.0,1842.0,-0.04,0.03,0.98,0.85,0.06,-1.4,70.28,76.81,-34.78,-824.6669769287109,-157.38852322101593,250.17672777175903,2.07389855748503,-0.379313429678057,-128.73779978824672
41,4610.275899991393,2888.0,1800.0,-0.04,0.03,0.98,0.92,0.18,-1.4,69.21,78.96,-35.13,-823.743462562561,-187.7840757369995,249.78667497634888,2.347410088876107,-0.33314312564137855,-128.876908695488
42,4713.836899958551,2892.0,1810.0,-0.04,0.03,0.98,0.85,0.12,-1.4,70.45,76.64,-34.61,-821.3424682617188,-221.19614481925964,249.9987781047821,2.4512572923959848,-0.1862650723422593,-129.16240381495453
43,4818.493400001898,3018.0,1925.0,-0.04,0.03,0.98,0.92,0.06,-1.4,71.52,78.78,-34.61,-818.9720511436462,-252.82275676727295,250.00986456871033,2.2719484862866763,-0.3789179307838877,-129.5783111386004
44,4921.749999979511,2937.0,1819.0,-0.04,0.03,0.98,0.98,0.0,-1.34,70.1,77.71,-33.58,-817.9227709770203,-284.7254276275635,250.18304586410522,2.1544902841900346,-0.04579656729468591,-129.48476703269597
45,5025.002900045365,2882.0,1800.0,-0.04,0.03,0.98,0.85,0.0,-1.46,69.74,79.14,-33.92,-815.0253295898438,-318.0094361305237,250.12174248695374,2.121075552885248,-0.498481266070362,-129.76569493993102
46,5127.76009994559,2917.0,1828.0,-0.04,0.03,0.98,0.79,0.06,-1.4,71.52,77.35,-33.92,-814.373254776001,-349.17205572128296,250.1143515110016,2.220282800540422,-0.5011729946181883,-129.86983101872676
47,5231.015200028196,2926.0,1821.0,-0.04,0.03,0.98,0.92,0.0,-1.34,70.1,78.06,-34.27,-813.8805627822876,-383.60509276390076,250.22312998771667,2.404571342350816,0.1138399920998225,-129.84805929324546
48,5337.749499944039,2913.0,1823.0,-0.04,0.03,0.98,0.92,0.12,-1.34,69.92,78.6,-33.75,-812.6854300498962,-414.9913489818573,250.2303421497345,2.1655639042965413,-0.09309036674441797,-129.7973809128038
49,5440.689399954863,911.0,1812.0,-0.04,0.03,0.98,0.85,0.12,-1.34,71.7,77.53,-34.78,-810.6309175491333,-449.1230547428131,249.88864362239838,2.1246747332108824,-0.18458247265798883,-130.01276803720503
50,5544.004500028677,2883.0,1817.0,-0.04,0.03,0.98,0.92,0.06,-1.34,71.7,77.89,-34.09,-810.2474808692932,-480.55803775787354,249.40641224384308,2.894912407209264,-0.4398903941768883,-130.38451232846893
51,5649.12469999399,2922.0,1824.0,-0.04,0.03,0.98,0.85,0.06,-1.34,69.92,77.89,-33.41,-807.9687356948853,-514.0041708946228,249.80203807353973,2.2485837894481215,-0.5046892201314224,-130.5056478756273
