pos_x,pos_y,accel_x,accel_y
881.5785123966941,4036.363636363636,-0.19620000670387083,0.19620001654122451
934.8245093777787,4291.7819380299825,-0.19620000688848094,0.1962000171727806
955.5400347996222,4374.74809127461,-0.19620000706179713,0.19620001779210197
949.3650481125804,4439.217597174414,-0.1962000072220541,0.19620001839549403
949.2476506290843,4483.548423608162,-0.1962000073673765,0.19620001897898454
956.729226875837,4473.091464381077,-0.19620000749577632,0.19620001953831437
961.8881834396418,4442.59567482005,-0.19620000760515077,0.19620002006892845
958.3263329243548,4443.320964200973,-0.19620000769328022,0.196200020565967
965.211900363126,4421.427550339516,-0.1962000077578265,0.1962000210242573
981.9641856257549,4417.906685125119,-0.1962000077963316,0.19620002143830592
981.5322906813108,4428.035971097221,-0.19620000780621655,0.19620002180229176
972.6170933815484,4421.860374191497,-0.19620000778478106,0.1962000221100595
972.2807248172147,4400.423923090035,-0.19620000772920318,0.19620002235511394
977.1950929342676,4383.762873967147,-0.19620000763653977,0.19620002253061544
976.274027222117,4370.995014761769,-0.19620000750372735,0.196200022629376
971.1877683659134,4378.0905527313025,-0.19620000732758358,0.19620002264385655
978.260179075959,4380.369526338624,-0.19620000710480934,0.1962000225661656
983.4280911803183,4387.374566450001,-0.1962000068319915,0.19620002238805892
983.9477981386996,4387.705815711897,-0.19620000650560657,0.196200022100941
982.0532114897513,4385.5253403164725,-0.1962000061220247,0.1962000216958677
987.7455572902718,4370.670300265907,-0.19620000567751505,0.19620002116355095
1002.2016466700172,4351.708587898031,-0.19620000516825167,0.19620002049436508
1011.4769835530567,4343.0154880478585,-0.1962000045903205,0.19620001967835515
992.6408459218399,4342.851225972231,-0.1962000039397274,0.19620001870524761
974.9107957034978,4369.459181446284,-0.19620000321240713,0.196200017564463
979.2157502963516,4375.513953974433,-0.1962000024042336,0.19620001624513128
971.0190822193376,4395.275257569341,-0.1962000015110312,0.19620001473610962
964.6133404350836,4393.446561109669,-0.19620000052858746,0.19620001302600326
959.5649105041133,4403.651474246529,-0.19619999945266706,0.19620001110318894
958.9671988739824,4410.596712550135,-0.19619999827902712,0.19620000895584183
958.7610362277887,4413.68423966048,-0.19619999700343405,0.1962000065719656
930.6245948474839,4447.306291004196,-0.19619999562168197,0.1962000039394259
936.9759445096123,4433.067886179569,-0.19619999412961256,0.1962000010459879
940.7812656078521,4438.517243562999,-0.19619999252313666,0.19619999787935713
961.880134698896,4420.789093585756,-0.19619999079825765,0.1961999944272251
977.0980040153181,4381.888307355345,-0.19619998895109647,0.19619999067731858
986.1086768645579,4378.794757730788,-0.1961999869779187,0.1961999866174536
990.1171250138913,4376.31021915794,-0.19619998487516332,0.1961999822355942
1000.0481825086971,4366.229840212669,-0.19619998263947347,0.1961999775199157
1014.8272210120497,4355.2415549705875,-0.19619998026772945,0.19619997245887325
1015.0950440355896,4351.773235674443,-0.19619997775708345,0.19619996704127557
1009.1870978142407,4349.871799570081,-0.19619997510499673,0.19619996125636394
1011.401478245246,4341.384476108892,-0.19619997230927883,0.19619995509389684
1003.0039272243802,4367.624387361214,-0.1961999693681289,0.19619994854424036
1001.0413546843091,4388.737313743574,-0.19619996628017933,0.19619994159846438
1003.5042363276862,4383.668660960081,-0.19619996304454174,0.1961999342484449
1002.4285141168422,4376.470472412406,-0.19619995966085507,0.1961999264869725
1011.1120350973084,4354.120588841504,-0.19619995612933613,0.1961999183078671
1020.8835405405348,4336.5096405727345,-0.1961999524508325,0.19619990970609913
1019.2925070671565,4332.509494290371,-0.19619994862687748,0.19619990067791715
1021.2165501058471,4328.480110552502,-0.1961999446597476,0.19619989122098216
1015.3410501815439,4327.70718808718,-0.1961999405525222,0.19619988133450858
1014.3516490697633,4336.004482246582,-0.19619993630914542,0.19619987101941178
1006.7452697538577,4346.420446932813,-0.19619993193449012,0.1961998602784623
990.7659437278782,4339.322741609548,-0.1961999274344242,0.19619984911644694
985.3566233687411,4337.970553968845,-0.19619992281587864,0.19619983754033624
1006.1940794154947,4359.704883006699,-0.19619991808691797,0.19619982555945867
1013.4670115291533,4355.565678948592,-0.19619991325681205,0.1961998131856812
1003.1388398124361,4368.344265566825,-0.1961999083361098,0.19619980043359617
1001.1513202055108,4373.171515163333,-0.19619990333671466,0.1961997873207143
1010.1877249753056,4367.119383707726,-0.19619989827196108,0.19619977386766355
1020.136138184265,4353.023603758103,-0.19619989315669262,0.19619976009839357
1014.7326764437647,4365.943341421201,-0.19619988800734076,0.19619974604038556
1010.0250718434213,4374.761042818178,-0.19619988284200465,0.19619973172486682
1003.6417057285851,4383.948173550991,-0.19619987768053138,0.19619971718702994
1009.047011110028,4371.704302310147,-0.1961998725445963,0.19619970246625593
1020.8906897452571,4353.28972616699,-0.19619986745778348,0.19619968760634082
1016.2183003284553,4346.293935499285,-0.1961998624456657,0.19619967265572505
1010.488747066659,4360.650214573384,-0.1961998575358836,0.19619965766772493
1001.1115243134033,4375.919384294467,-0.1961998527582237,0.19619964270076556
1004.7383264939944,4383.653791737009,-0.19619984814469468,0.19619962781861436
995.681866643964,4398.289177849896,-0.19619984372960197,0.19619961309061407
999.4452921412013,4391.3575008670505,-0.19619983954961917,0.1961995985919145
982.6178047648265,4415.409093615593,-0.19619983564385682,0.19619958440370172
