Sample;Time (ms);ESP32_X;ESP32_Y;UWB_QF;ESP32_Ax;ESP32_Ay;ESP32_Az;ESP32_Gx;ESP32_Gy;ESP32_Gz;ESP32_Mx;ESP32_My;ESP32_Mz;Robotat_X_mm;Robotat_Y_mm;Robotat_Z_mm;Robotat_Roll;Robotat_Pitch;Robotat_Yaw
2;101.7215;1644;2824;67;0.02;-0.03;-1;-0.16;0.41;0.02;96.09;-1.18;-2.27;-288.5272503;210.921526;225.6741524;-1.093967144;-1.207428795;51.83150708
3;204.6602;1644;2811;65;0.02;-0.03;-0.99;0.02;0.29;-0.04;96.09;1.18;-5.66;-288.5250151;210.9198421;225.6765813;-1.097982184;-1.201884174;51.83077533
4;307.7294;1652;2857;68;0.02;-0.03;-1;-0.52;-0.08;0.02;96.09;-1.18;-3.4;-288.5149121;210.9209001;225.6815583;-1.095865162;-1.210744647;51.82936488
5;410.3142;1669;2819;68;0.02;-0.03;-1;-0.52;0.29;0.02;96.09;-1.18;-5.66;-288.5170281;210.9172493;225.6722599;-1.095251554;-1.216144686;51.82994356
6;513.8973;1651;2824;65;0.02;-0.02;-1;-0.22;0.23;0.2;93.75;1.18;-4.53;-288.5221541;210.9147608;225.6754935;-1.097841538;-1.204278644;51.83023535
7;618.8579;1656;2828;64;0.02;-0.02;-0.99;-0.1;0.11;0.2;94.92;1.18;-3.4;-288.5133028;210.921824;225.6733477;-1.093152186;-1.204321267;51.82671337
8;722.0541;1658;2850;65;0.02;-0.03;-1;-0.1;0.17;0.14;93.75;-1.18;-7.93;-288.5176539;210.9153271;225.6744802;-1.101529274;-1.204338036;51.83059648
9;827.1292;1641;2853;67;0.02;-0.03;-0.99;-0.1;0.29;0.14;98.44;0;-4.53;-288.5141969;210.9137326;225.6642431;-1.096732186;-1.218237145;51.82742727
10;930.391;1662;2845;68;0.02;-0.03;-1;-0.34;0.17;0.02;96.09;0;-5.66;-288.5180414;210.9193504;225.6681919;-1.095508055;-1.205282797;51.82774939
11;1034.0016;1660;2827;65;0.02;-0.03;-0.99;-0.16;0.17;0.14;97.27;0;-3.4;-288.5141075;210.9255493;225.6782949;-1.098801218;-1.207000067;51.82881224
