Sample;Time (ms);ESP32_X;ESP32_Y;UWB_QF;ESP32_Ax;ESP32_Ay;ESP32_Az;ESP32_Gx;ESP32_Gy;ESP32_Gz;ESP32_Mx;ESP32_My;ESP32_Mz;Robotat_X_mm;Robotat_Y_mm;Robotat_Z_mm;Robotat_Roll;Robotat_Pitch;Robotat_Yaw
2;101.8489;631;981;58;0.02;-0.03;-1;-0.34;-0.02;0.02;86.72;58.79;-37.38;-1323.447466;-1417.025685;226.9500047;-1.098805207;-1.259388139;47.90891835
3;206.755;622;1002;50;0.02;-0.03;-1;-0.28;0.53;0.02;86.72;57.61;-37.38;-1323.405743;-1417.198658;226.943627;-1.104032692;-1.2640722;48.04867647
4;309.9822;642;979;53;0.02;-0.03;-1;-0.28;0.29;-0.04;87.89;59.96;-35.12;-1323.464513;-1417.016745;226.9674689;-1.07868145;-1.16548379;47.89026416
5;413.3918;639;985;52;0.02;-0.03;-0.99;-0.22;0.23;-0.16;87.89;58.79;-36.25;-1323.407412;-1417.212605;226.941064;-1.108969201;-1.250686959;48.05042313
6;517.5582;631;952;65;0.02;-0.03;-1;-0.22;0.17;0.26;84.37;57.61;-37.38;-1323.402166;-1417.205095;226.946339;-1.104658875;-1.281527493;48.05878958
7;620.1662;632;980;48;0.02;-0.03;-1;-0.16;0.29;0.08;86.72;56.44;-39.65;-1323.423743;-1417.208672;226.9424349;-1.099699275;-1.26767659;48.06703079
8;723.4588;654;1004;59;0.02;-0.03;-1;-0.16;0.17;-0.1;85.55;58.79;-36.25;-1323.403239;-1417.208791;226.9548178;-1.101841842;-1.252709508;48.05245143
9;827.692;685;948;56;0.02;-0.03;-0.99;-0.46;0.41;0.08;87.89;58.79;-38.52;-1323.421597;-1417.207599;226.9498259;-1.107929178;-1.241354233;48.04572532
10;931.2758;626;994;61;0.02;-0.03;-0.99;-0.28;0.29;-0.16;84.37;58.79;-38.52;-1323.4061;-1417.214036;226.9344479;-1.107795349;-1.262526686;48.05057571
11;1035.5282;635;1017;64;0.02;-0.02;-1;-0.34;0.29;0.08;86.72;59.96;-38.52;-1323.44389;-1417.028069;226.9490808;-1.102016624;-1.244870002;47.91037903
12;1137.5902;628;1017;59;0.02;-0.03;-1;-0.22;0.35;0.08;87.89;57.61;-37.38;-1323.432684;-1417.209744;226.9535661;-1.110296909;-1.292352941;48.06452206
13;1241.3075;682;1029;62;0.02;-0.03;-0.99;-0.34;0.23;0.02;85.55;58.79;-36.25;-1323.462725;-1417.030931;226.9462645;-1.09129666;-1.296655339;47.91823302
14;1345.079;650;969;59;0.02;-0.03;-0.99;-0.16;0.11;-0.1;86.72;58.79;-38.52;-1323.437691;-1417.028189;226.9693166;-1.095575293;-1.267998846;47.91359076
15;1448.341;637;931;52;0.02;-0.03;-1;-0.34;0.23;0.14;86.72;58.79;-36.25;-1323.437572;-1417.214036;226.9350141;-1.110463998;-1.25949536;48.06857539
16;1551.6076;637;922;51;0.21;0.08;-0.94;51.78;-45.61;4.11;78.52;44.68;-35.12;-1323.404074;-1417.196989;226.95297;-1.106541275;-1.260413216;48.05189821
17;1656.0367;702;958;74;-0.07;-0.01;-0.97;-1.81;2.55;0.39;72.66;10.58;-12.46;-1323.479891;-1417.019844;226.9633114;-1.076164932;-1.209757253;47.89686892
