Sample,Time (ms),ESP32_X,ESP32_Y,UWB_QF,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,101.54649999458343,2422.0,4300.0,75.0,0.02,-0.03,-1.0,-0.16,0.17,0.14,35.16,57.61,-49.84,460.57650446891785,1833.7810039520264,224.72473978996277,-1.3738709392565291,-2.5861877962830895,44.36422429850942
3,204.7418000001926,2416.0,4275.0,80.0,0.02,-0.02,-1.0,-0.04,0.29,0.14,37.5,61.14,-50.98,460.55760979652405,1833.767294883728,224.7341275215149,-1.3567353026927766,-2.515848130546008,44.3692023011239
4,307.49229999491945,2423.0,4274.0,80.0,0.02,-0.02,-1.0,-0.22,0.04,0.14,35.16,59.96,-50.98,460.5594873428345,1833.7739706039429,224.7345745563507,-1.3684352743433719,-2.5722968322823343,44.36719162750282
5,410.78799999377225,2420.0,4261.0,84.0,0.02,-0.02,-1.0,-0.16,0.29,-0.16,35.16,59.96,-49.84,460.5468809604645,1833.770513534546,224.74130988121033,-1.3815342000028359,-2.564012227733167,44.35180926848281
6,514.8006999952486,2375.0,4325.0,82.0,0.02,-0.02,-1.0,-0.1,0.23,0.2,35.16,59.96,-50.98,460.5637788772583,1833.7606191635132,224.73691403865814,-1.3643912196223658,-2.576859895670285,44.36416340207474
7,619.6964999980992,2414.0,4287.0,81.0,0.02,-0.02,-1.0,-0.16,0.35,0.08,33.98,59.96,-50.98,460.5424702167511,1833.7575197219849,224.7476428747177,-1.3648892998751783,-2.5404624280053234,44.359821655891295
8,723.4849999949802,2418.0,4307.0,77.0,0.02,-0.02,-1.0,-0.28,0.41,0.02,37.5,59.96,-52.11,460.54840087890625,1833.7726593017578,224.7360646724701,-1.355673062928614,-2.573997142786784,44.37679214572056
9,827.3135999916121,2429.0,4277.0,83.0,0.02,-0.02,-1.0,0.02,0.35,0.02,33.98,61.14,-50.98,460.5991840362549,1833.802342414856,224.70980882644653,-1.3557948161999116,-2.5710436028335435,44.38623785717597
10,1601.4127999951597,2409.0,4275.0,88.0,0.02,-0.02,-1.0,-0.16,0.23,-0.16,36.33,57.61,-49.84,460.53993701934814,1833.765983581543,224.7365266084671,-1.3850291943565203,-2.5815224522000277,44.35857848157377
11,1704.776699989452,2422.0,4257.0,78.0,0.02,-0.02,-1.0,-0.16,0.47,0.08,33.98,58.79,-50.98,460.5357348918915,1833.7758779525757,224.74263608455658,-1.3706825771540354,-2.5473138957558303,44.37191006446468
