Sample;Time (ms);ESP32_X;ESP32_Y;UWB_QF;ESP32_Ax;ESP32_Ay;ESP32_Az;ESP32_Gx;ESP32_Gy;ESP32_Gz;ESP32_Mx;ESP32_My;ESP32_Mz;Robotat_X_mm;Robotat_Y_mm;Robotat_Z_mm;Robotat_Roll;Robotat_Pitch;Robotat_Yaw
2;102.0374;483;4246;75;0.02;-0.03;-0.99;-0.28;0.29;0.14;92.58;52.91;-38.52;-1382.256508;1852.841377;219.618246;-0.960150776;-1.001286105;49.69701077
3;204.923;506;4266;73;0.03;-0.02;-1;-0.28;0.04;0.14;90.23;52.91;-36.25;-1382.249355;1853.438973;219.4554657;-0.744568653;-1.314639282;50.21904248
4;309.3954;482;4229;76;0.02;-0.02;-1;-0.4;0.41;-0.1;91.41;56.44;-38.52;-1382.27582;1853.454947;219.4514424;-0.746373757;-1.319864251;50.2280141
5;412.8252;481;4263;73;0.02;-0.03;-0.99;-0.04;0.17;0.02;89.06;54.09;-36.25;-1382.288933;1853.445888;219.4761932;-0.74479988;-1.292848108;50.22785189
6;516.6291;470;4251;64;0.02;-0.02;-0.99;-0.22;0.23;0.2;90.23;54.09;-38.52;-1382.267237;1852.836967;219.6321785;-0.956234518;-1.045459759;49.7073676
7;620.4604;475;4254;74;0.03;-0.03;-0.99;-0.34;-0.2;0.08;92.58;55.26;-38.52;-1382.25472;1852.79417;219.636023;-0.975211096;-1.03474066;49.70619533
8;723.2818;502;4277;80;0.02;-0.03;-1;-0.04;0.11;-0.29;92.58;54.09;-37.38;-1382.261276;1852.847934;219.6093649;-0.945427657;-1.040483927;49.71267853
9;826.7152;502;4289;71;-0.39;-0.19;-1.03;23.65;-19.91;-5.47;87.89;51.73;-31.72;-1382.130384;1853.654861;219.4507122;-0.698821532;-1.358658966;50.52379226
10;931.1307;503;4399;51;-0.08;0.04;-0.94;-9.92;-2.58;0.69;106.64;38.8;-22.66;-1382.105827;1853.626132;219.4538414;-0.70485598;-1.410440388;50.52416409
11;1034.754;514;4286;49;0.02;-0.03;-1;-0.22;0.17;-0.16;108.98;42.33;-21.52;-1382.246256;1853.436947;219.4621414;-0.731803267;-1.306074318;50.23056305
12;1136.534;423;4230;51;0.03;-0.02;-1;-0.04;0.41;0.14;108.98;39.98;-21.52;-1382.103682;1853.641748;219.4532007;-0.707042325;-1.356095512;50.52267499
13;1240.1124;518;4252;58;0.03;-0.02;-0.99;-0.28;0.35;0.02;108.98;41.15;-20.39;-1382.277846;1853.448868;219.4573581;-0.750833547;-1.312106628;50.22874778
14;1343.7602;468;4279;45;0.02;-0.02;-1.01;-0.04;0.41;-0.04;106.64;39.98;-21.52;-1382.248044;1852.865219;219.6080238;-0.952716131;-0.994173682;49.71928332
15;1446.9236;469;4287;49;0.03;-0.02;-1;-0.16;0.47;0.26;106.64;39.98;-21.52;-1382.118106;1853.645205;219.4458693;-0.706925421;-1.322770159;50.52217382
16;1550.0886;476;4289;52;0.02;-0.02;-1;-0.1;0.17;0.14;107.81;39.98;-20.39;-1382.293224;1853.458047;219.4287926;-0.734208379;-1.274064217;50.23048514
17;1654.5253;482;4303;50;0.02;-0.02;-1;0.09;0.53;0.02;108.98;41.15;-21.52;-1382.251024;1852.866173;219.5919305;-0.939786826;-1.046819681;49.73640934
18;1758.1704;470;4263;54;0.02;-0.03;-0.99;-0.04;0.17;0.02;106.64;43.5;-20.39;-1382.111311;1853.637338;219.4581777;-0.704972563;-1.377678348;50.53161929
19;1862.1877;450;4229;49;0.02;-0.02;-0.99;-0.28;0.11;0.02;106.64;42.33;-20.39;-1382.280707;1853.435636;219.467476;-0.744414151;-1.312488519;50.2199776
20;1965.7211;455;4244;50;0.02;-0.02;-1;-0.04;0.04;-0.04;106.64;42.33;-20.39;-1382.245779;1852.852106;219.6208686;-0.933365814;-1.036522821;49.72662492
21;2069.6112;439;4228;49;0.02;-0.02;-1;-0.28;0.47;0.2;106.64;41.15;-20.39;-1382.08127;1853.628755;219.455421;-0.709956291;-1.304501656;50.52691229
22;2174.3678;451;4246;50;0.02;-0.02;-0.99;-0.16;0.29;0.14;107.81;41.15;-20.39;-1382.114649;1853.642225;219.4617987;-0.693175209;-1.350787588;50.52243711
23;2277.7384;467;4266;50;0.02;-0.02;-0.99;-0.1;0.11;0.02;110.16;41.15;-20.39;-1382.268071;1853.452444;219.4486558;-0.731960674;-1.30434511;50.23328835
24;2381.5364;427;4229;57;0.02;-0.03;-1;-0.16;0.29;0.26;107.81;41.15;-22.66;-1382.106066;1853.631258;219.4559574;-0.702011216;-1.342491906;50.52084032
25;2562.3395;445;4263;53;0.02;-0.02;-1;0.15;-0.02;0.14;107.81;42.33;-21.52;-1382.220507;1852.852702;219.6106762;-0.924011392;-1.030925062;49.75957371
26;2765.039;444;4251;49;0.02;-0.03;-1;-0.28;0.35;-0.04;106.64;41.15;-21.52;-1382.22909;1852.823615;219.6424603;-0.958187626;-1.040514005;49.71507022
27;2971.9688;460;4254;52;0.03;-0.02;-0.99;-0.28;0.35;0.26;107.81;41.15;-22.66;-1382.137656;1853.660703;219.4252014;-0.70448291;-1.350926847;50.51880156
28;3075.0029;477;4277;51;0.03;-0.02;-0.99;-0.04;0.35;-0.1;108.98;41.15;-21.52;-1382.280469;1853.453279;219.4615602;-0.744103186;-1.282597229;50.23176215
29;3178.6123;483;4289;52;0.02;-0.02;-1;-0.22;0.23;0.08;107.81;39.98;-21.52;-1382.2335;1852.849603;219.6197659;-0.936049681;-1.017770674;49.72494314
30;3282.2092;506;4302;54;0.02;-0.02;-1;-0.22;0.29;-0.04;107.81;41.15;-19.26;-1382.230759;1852.832556;219.6145505;-0.939937691;-1.047886687;49.71075308
31;3385.8763;482;4259;57;0.02;-0.03;-0.99;-0.22;0.41;0.08;108.98;42.33;-21.52;-1382.146955;1853.671551;219.4260955;-0.712224589;-1.358803899;50.52285865
32;3489.5044;481;4274;49;0.02;-0.02;-1;-0.1;-0.02;0.08;108.98;42.33;-21.52;-1382.236958;1852.851868;219.6192145;-0.935196151;-1.043000708;49.74309603
33;3593.3344;470;4246;64;0.02;-0.03;-1;-0.46;0.35;-0.04;110.16;39.98;-19.26;-1382.105827;1853.638411;219.4433212;-0.702498188;-1.397888945;50.52212016
34;3697.0079;475;4267;50;0.02;-0.02;-1;-0.1;0.11;-0.04;108.98;42.33;-21.52;-1382.251978;1852.836728;219.6192443;-0.95576996;-1.028879759;49.71979222
35;3800.7452;502;4284;51;0.02;-0.03;-1;-0.34;0.23;0.14;108.98;41.15;-23.79;-1382.257819;1852.867246;219.5969671;-0.926842066;-1.053236857;49.73091737
36;3904.3424;502;4292;52;0.03;-0.02;-1;0.02;0.29;-0.16;108.98;41.15;-23.79;-1382.243872;1852.855802;219.6112573;-0.923146212;-1.064858461;49.74498304
