Sample;Time (ms);ESP32_X;ESP32_Y;UWB_QF;ESP32_Ax;ESP32_Ay;ESP32_Az;ESP32_Gx;ESP32_Gy;ESP32_Gz;ESP32_Mx;ESP32_My;ESP32_Mz;Robotat_X_mm;Robotat_Y_mm;Robotat_Z_mm;Robotat_Roll;Robotat_Pitch;Robotat_Yaw
2;101.2482;1711;1910;74;0.02;-0.03;-1;-0.1;0.23;-0.1;134.77;128.16;-43.05;-325.0383735;-533.6806774;226.6059816;-0.678064939;-1.116341027;-131.7220645
3;204.572;1708;1881;77;0.02;-0.03;-0.99;-0.22;-0.08;0.2;134.77;128.16;-39.65;-325.0454366;-533.6799622;226.6048491;-0.675552797;-1.118752453;-131.725427
4;306.6499;1740;1884;82;0.02;-0.03;-1;-0.1;0.29;-0.22;134.77;125.81;-39.65;-325.0674009;-533.688724;226.6146839;-0.672339461;-1.122495384;-131.6965055
5;408.9449;1738;1903;82;0.02;-0.03;-0.99;-0.34;0.29;0.26;135.94;128.16;-41.91;-325.0361383;-533.6809754;226.6132236;-0.674903883;-1.127455613;-131.7227984
6;510.5038;1705;1898;76;0.02;-0.03;-1;-0.22;0.17;-0.1;133.59;124.63;-41.91;-325.040549;-533.6796641;226.6121656;-0.672727017;-1.120760688;-131.7261917
7;613.861;1725;1896;75;0.02;-0.03;-1.01;0.09;0.29;0.02;134.77;125.81;-41.91;-325.0383735;-533.6788297;226.6167551;-0.674254477;-1.130290898;-131.7237421
8;718.4135;1728;1924;72;0.02;-0.03;-1;-0.16;0.41;0.2;137.11;126.98;-43.05;-325.0445426;-533.6745977;226.6052961;-0.675163858;-1.119867761;-131.726065
9;820.267;1717;1885;78;0.02;-0.03;-1;-0.1;0.11;0.08;135.94;128.16;-43.05;-325.0391185;-533.6800814;226.6063094;-0.670386181;-1.131344658;-131.7209387
10;1810.9506;1725;1890;80;0.02;-0.03;-1;-0.28;-0.02;0.02;133.59;129.34;-40.78;-325.0375092;-533.6771607;226.6107798;-0.673428684;-1.120445726;-131.7208562
11;1913.1052;1730;1920;74;0.02;-0.03;-1;-0.04;0.41;-0.04;133.59;129.34;-40.78;-325.0390589;-533.6779952;226.6035676;-0.674544901;-1.141799934;-131.7258506
12;2016.7897;1730;1929;72;0.02;-0.03;-1;-0.1;0.11;0.02;137.11;126.98;-41.91;-325.0455856;-533.6807966;226.6110182;-0.673035191;-1.128128774;-131.7250772
13;2120.1956;1732;1935;79;0.02;-0.04;-0.99;-0.28;0.35;-0.29;132.42;125.81;-40.78;-325.0495791;-533.6773992;226.6088575;-0.677316629;-1.121028896;-131.7242611
14;2223.8985;1719;1885;82;0.02;-0.03;-1.01;-0.22;0.23;-0.1;133.59;128.16;-40.78;-325.0545263;-533.6770415;226.602301;-0.677899443;-1.109343776;-131.7226045
15;2327.599;1716;1865;82;0.02;-0.03;-1;-0.1;-0.08;-0.04;134.77;128.16;-39.65;-325.0371814;-533.6840153;226.6071141;-0.677490843;-1.127671776;-131.7215947
16;2431.1773;1732;1889;76;0.02;-0.03;-1;-0.34;0.17;0.2;134.77;128.16;-39.65;-325.048238;-533.6799622;226.6033739;-0.678274645;-1.113645184;-131.722658
17;2581.4599;1746;1914;81;0.02;-0.03;-1;-0.34;0.11;0.14;133.59;128.16;-41.91;-325.0623345;-533.6945653;226.6057581;-0.674844459;-1.113485334;-131.6920513
18;2684.7657;1733;1888;77;0.02;-0.03;-1;-0.04;0.17;-0.1;133.59;126.98;-39.65;-325.03739;-533.6750746;226.6096622;-0.676198289;-1.125863811;-131.7220035
19;2788.8231;1738;1900;79;0.02;-0.03;-1;-0.1;0.11;0.08;132.42;129.34;-40.78;-325.0409067;-533.6811543;226.6063988;-0.676282966;-1.120667924;-131.7247687
20;2892.2147;1733;1894;78;0.02;-0.03;-1;-0.22;0.35;-0.1;132.42;129.34;-40.78;-325.0571489;-533.6752534;226.6034484;-0.676530125;-1.129518039;-131.7248792
21;3001.2659;1742;1912;79;0.02;-0.03;-1;-0.04;0.17;0.08;134.77;128.16;-41.91;-325.0393569;-533.6757302;226.6053855;-0.678545928;-1.113022233;-131.7230974
22;3202.4693;1719;1889;74;0.02;-0.03;-1;0.02;0.17;-0.1;132.42;126.98;-41.91;-325.0406086;-533.6841941;226.6111821;-0.678607742;-1.114245352;-131.7236051
23;3402.4201;1721;1885;72;0.02;-0.03;-1;-0.4;0.29;0.08;135.94;129.34;-44.18;-325.0319362;-533.675909;226.609543;-0.676202552;-1.126689849;-131.7204281
24;3512.9121;1719;1905;75;0.02;-0.04;-1;-0.04;0.29;0.02;133.59;128.16;-41.91;-325.0493407;-533.6641073;226.6085744;-0.67717921;-1.126905618;-131.7223779
25;3615.557;1711;1896;77;0.02;-0.03;-1;-0.1;0.11;0.02;134.77;128.16;-43.05;-325.0428736;-533.6782336;226.6087234;-0.671828343;-1.123124309;-131.7257989
