Sample;Time (ms);ESP32_X;ESP32_Y;UWB_QF;ESP32_Ax;ESP32_Ay;ESP32_Az;ESP32_Gx;ESP32_Gy;ESP32_Gz;ESP32_Mx;ESP32_My;ESP32_Mz;Robotat_X_mm;Robotat_Y_mm;Robotat_Z_mm;Robotat_Roll;Robotat_Pitch;Robotat_Yaw
2;102.323;196;2910;47;0.02;-0.04;-0.99;-0.16;0.04;-0.1;67.97;77.6;-27.19;-1649.906635;427.8022051;221.4160264;-1.050818213;-1.672465316;46.4239147
3;206.0715;177;2925;53;0.02;-0.03;-1;0.02;0.23;-0.1;65.62;77.6;-23.79;-1649.908066;427.7792275;221.3921696;-1.057980067;-1.611353733;46.42323698
4;309.9021;123;2843;41;0.02;-0.03;-1;-0.04;0.35;-0.16;65.62;78.78;-27.19;-1649.914265;427.7744293;221.4288563;-1.041334694;-1.710159456;46.41816606
5;414.4365;199;2895;50;0.02;-0.03;-1;0.02;0.41;0.02;67.97;79.95;-26.05;-1650.205493;427.9598892;221.3321477;-0.941716133;-1.826317787;46.32637446
6;518.6409;185;2898;48;0.02;-0.03;-1;-0.28;0.23;0.14;64.45;78.78;-28.32;-1649.906278;427.787751;221.40944;-1.045151252;-1.686414123;46.42519495
7;623.4093;173;2892;43;0.02;-0.03;-1;0.02;0.17;-0.1;65.62;78.78;-27.19;-1650.199652;427.9758036;221.3309854;-0.93533906;-1.845578059;46.31800379
8;727.2031;191;2920;61;0.02;-0.03;-1;-0.34;0.17;-0.04;65.62;78.78;-27.19;-1650.182843;427.9318154;221.2309688;-1.028865289;-2.105393124;46.33913715
9;829.5443;150;2889;53;0.02;-0.03;-0.99;-0.22;0.17;-0.04;69.14;78.78;-27.19;-1650.202274;427.9597104;221.318081;-0.932962686;-1.815920955;46.32319382
10;933.3763;197;2919;51;0.02;-0.03;-0.99;-0.28;0.23;0.08;67.97;78.78;-27.19;-1650.196314;427.9641807;221.3281989;-0.948047812;-1.826853733;46.33538611
11;1036.9205;192;2910;46;0.02;-0.03;-1;-0.28;0.23;0.14;66.8;78.78;-27.19;-1649.91343;427.7794361;221.4165628;-1.039122596;-1.697626625;46.4266554
12;1460.3491;185;2921;52;0.02;-0.03;-1;-0.28;0.35;0.08;66.8;77.6;-27.19;-1649.919152;427.7769327;221.3935703;-1.046924176;-1.699213091;46.42437847
