Sample;Time (ms);ESP32_X;ESP32_Y;UWB_QF;ESP32_Ax;ESP32_Ay;ESP32_Az;ESP32_Gx;ESP32_Gy;ESP32_Gz;ESP32_Mx;ESP32_My;ESP32_Mz;Robotat_X_mm;Robotat_Y_mm;Robotat_Z_mm;Robotat_Roll;Robotat_Pitch;Robotat_Yaw
2;101.517;3416;2887;74;0.02;-0.03;-1;-0.28;0.17;-0.1;59.77;-24.69;15.86;1479.20835;269.3448365;231.0308665;-1.412097286;-1.354453702;46.25167585
3;204.6352;3431;2887;80;0.02;-0.03;-0.99;-0.04;0.23;0.08;57.42;-27.04;18.12;1479.214072;269.4230676;231.1250716;-1.369766549;-1.699146165;46.2637574
4;308.2604;3386;2873;66;0.02;-0.03;-1;-0.1;0.11;0.2;59.77;-25.87;16.99;1479.141355;269.4766223;231.242016;-1.403477112;-1.433676295;46.24052896
5;412.0553;3401;2871;66;0.02;-0.03;-0.99;-0.04;-0.02;0.08;58.59;-27.04;21.52;1479.147077;269.4620788;231.2334329;-1.414533896;-1.438882445;46.26148492
6;515.6112;3396;2895;76;0.02;-0.02;-1;-0.04;0.11;-0.1;59.77;-25.87;18.12;1479.126215;269.4556117;231.2307358;-1.417232999;-1.435971335;46.2585527
7;617.4443;3417;2871;76;0.02;-0.02;-1;-0.1;0.23;0.02;59.77;-27.04;20.39;1479.122281;269.4781125;231.2526107;-1.442903419;-1.419315383;46.26278139
8;719.201;3453;2814;64;0.02;-0.02;-0.99;-0.22;0.17;0.02;59.77;-24.69;19.26;1479.125977;269.4680095;231.2125713;-1.43410828;-1.352639316;46.26048406
9;821.1093;3416;2888;73;0.02;-0.03;-0.99;-0.22;0.29;0.2;60.94;-29.39;18.12;1479.133368;269.4693804;231.2405556;-1.428879047;-1.448109218;46.26877185
10;923.1723;3414;2888;68;0.02;-0.03;-1;-0.34;0.29;0.08;60.94;-25.87;21.52;1479.131579;269.4635093;231.240809;-1.424242664;-1.446620228;46.25285587
12;1131.7745;3410;2854;73;0.02;-0.02;-1;0.21;0.04;-0.04;59.77;-27.04;19.26;1479.148149;269.449681;231.2189788;-1.39066564;-1.479808795;46.2561382
13;1236.9295;3401;2730;69;0.02;-0.03;-1;-0.22;0.35;0.08;64.45;-28.22;18.12;1479.146361;269.4885433;231.2553078;-1.402038102;-1.395860529;46.22957331
14;1344.4187;3361;2806;71;0.04;-0.04;-0.98;2.34;0.23;3.8;70.31;-35.27;26.05;1479.24602;269.469589;231.1616838;-1.444909246;-1.599403989;46.28222355
15;1450.0803;3405;2865;65;0.03;-0.04;-1.07;1.43;-0.57;14.3;-1.17;44.68;24.92;1479.193091;269.3781257;231.0616374;-1.441285333;-1.299272998;46.24120246
16;1555.7476;3400;2861;69;0.01;-0.09;-1.02;-7.06;-1.54;3.38;15.23;104.64;44.18;1479.220867;269.3783343;231.0712785;-1.441943171;-1.28459608;46.25541407
17;1666.4253;3378;2861;70;0.02;-0.03;-1;-0.4;0.35;-0.41;5.86;96.41;41.91;1479.153395;269.3849206;231.0776711;-1.335637274;-1.199654521;46.27991228
18;1774.3226;3360;2683;69;0.02;-0.04;-0.99;-0.04;0.29;0.08;5.86;97.59;41.91;1479.196906;269.4826722;231.2016934;-1.358226713;-1.509497853;46.25526972
19;1879.3307;3361;2701;69;0.02;-0.04;-1;-0.1;0.04;-0.04;2.34;95.24;43.05;1479.198813;269.4905698;231.2138975;-1.38303036;-1.491979608;46.26932531
20;1982.5682;3394;2893;71;0.02;-0.04;-1;-0.34;0.53;0.2;4.69;97.59;40.78;1479.190826;269.5099711;231.2156856;-1.388425298;-1.51118039;46.26409067
21;2087.2916;3416;2858;71;0.02;-0.04;-1.11;-33.67;-3.07;-27.57;14.06;118.75;13.59;1479.203463;269.5186734;231.2275171;-1.417260886;-1.465537654;46.26280792
22;2193.4157;3305;2669;73;0.02;0.09;-1.02;-9.62;-32;-9.75;44.53;42.33;4.53;1479.196548;269.5128024;231.2324345;-1.414768023;-1.468525838;46.26341325
23;2298.3362;3305;2669;56;-0.02;0.01;-0.95;-3.45;15.67;8.81;56.25;19.99;-3.4;1479.190588;269.506216;231.2401086;-1.410785462;-1.453448;46.26055513
24;2403.5076;3364;2762;79;0.02;-0.03;-0.99;-0.34;0.17;0.14;53.91;21.16;-10.2;1479.167581;269.500196;231.2636822;-1.434459423;-1.429384475;46.25819626
25;2508.407;3402;2790;79;0.01;-0.04;-0.99;1.61;-0.02;-0.9;55.08;19.99;-9.06;1479.207397;269.4782615;231.2178165;-1.39156689;-1.490004798;46.25605803
26;2614.3589;3336;2656;73;0.02;-0.03;-1;-0.34;0.23;0.02;52.73;19.99;-10.2;1479.184508;269.474417;231.2353402;-1.401343651;-1.471013526;46.25673637
27;2718.8179;3394;2730;79;0.02;-0.04;-1;0.15;0.35;0.02;50.39;22.34;-11.33;1479.184747;269.523114;231.2261611;-1.440049252;-1.331124239;46.26021394
28;2824.2836;3436;2806;57;0.02;-0.04;-1;-0.22;0.35;-0.04;52.73;21.16;-9.06;1479.192734;269.4751322;231.2027663;-1.385344561;-1.493016889;46.25901485
29;2930.0364;3400;2759;79;0.02;-0.03;-0.99;-0.28;0.11;0.02;50.39;22.34;-11.33;1479.19929;269.482702;231.2245369;-1.380219039;-1.495311481;46.25126027
30;3037.2706;3384;2739;79;0.02;-0.03;-0.99;0.02;-0.02;-0.04;50.39;19.99;-13.59;1479.185939;269.4946826;231.2331796;-1.409399496;-1.444864462;46.26556726
31;3697.2398;3335;2683;77;0.02;-0.04;-1;-0.34;0.04;0.2;51.56;17.64;-9.06;1479.190707;269.4732249;231.208995;-1.381808708;-1.49974219;46.26357221
32;3802.4266;3348;2701;79;0.02;-0.03;-1;0.15;0.35;0.2;51.56;21.16;-10.2;1479.19476;269.4880664;231.2280089;-1.394477209;-1.480988698;46.25408674
33;3908.4321;3374;2684;80;0.01;-0.04;-0.99;-0.1;0.35;-0.1;52.73;22.34;-9.06;1479.201913;269.4681287;231.228143;-1.390154493;-1.508318522;46.26263375
