Sample;Time (ms);ESP32_X;ESP32_Y;UWB_QF;ESP32_Ax;ESP32_Ay;ESP32_Az;ESP32_Gx;ESP32_Gy;ESP32_Gz;ESP32_Mx;ESP32_My;ESP32_Mz;Robotat_X_mm;Robotat_Y_mm;Robotat_Z_mm;Robotat_Roll;Robotat_Pitch;Robotat_Yaw
2;101.5554;3326;1293;67;0.02;-0.03;-1;-0.04;0.35;-0.16;67.97;57.61;-53.24;1308.849454;-1225.227237;236.5812212;-1.264180752;-0.660065234;48.61710362
3;204.2847;3320;1294;63;0.02;-0.02;-0.99;-0.4;0.41;-0.1;69.14;56.44;-54.38;1308.819532;-1225.234747;236.5861684;-1.269349943;-0.655084846;48.62017801
4;307.5838;3312;1325;64;0.02;-0.02;-0.99;-0.1;0.11;-0.1;67.97;56.44;-55.51;1308.850527;-1225.231051;236.5798652;-1.270564982;-0.624652054;48.61931004
5;412.0003;3316;1309;65;0.02;-0.03;-0.99;-0.16;0.59;0.14;67.97;54.09;-52.11;1308.844209;-1225.22223;236.5814149;-1.264422184;-0.639631256;48.61873312
6;515.7091;3303;1323;71;0.02;-0.03;-1;-0.16;0.23;-0.04;67.97;56.44;-54.38;1308.840513;-1225.221276;236.5794927;-1.26700386;-0.634186155;48.61227342
7;619.5454;3303;1332;68;0.02;-0.03;-1;-0.22;0.17;0.08;70.31;57.61;-53.24;1308.846474;-1225.218177;236.5787029;-1.268743549;-0.643497228;48.61402462
8;723.2651;3348;1365;61;0.02;-0.03;-1;-0.34;0.35;-0.1;65.62;55.26;-56.64;1308.833241;-1225.226045;236.5872711;-1.265323488;-0.681752759;48.62026324
9;827.1022;3316;1306;72;0.02;-0.03;-1;-0.22;0.04;0.08;67.97;56.44;-55.51;1308.834553;-1225.226402;236.5931869;-1.270551999;-0.647976695;48.6167394
10;931.4258;3316;1281;65;0.02;-0.03;-1;-0.22;0.23;0.02;69.14;56.44;-56.64;1308.854818;-1225.215316;236.58216;-1.269898154;-0.643177543;48.61721085
11;1034.8007;3314;1324;68;0.02;-0.02;-1;-0.04;0.04;0.02;67.97;56.44;-52.11;1308.838367;-1225.219965;236.5836203;-1.272987529;-0.642493577;48.61591553
12;1137.3308;3317;1298;73;0.02;-0.02;-0.99;-0.16;0.11;-0.04;69.14;57.61;-54.38;1308.835745;-1225.221395;236.5774363;-1.272953345;-0.671373268;48.62035745
13;1875.7321;3315;1309;69;0.02;-0.02;-0.99;-0.22;0.29;0.2;69.14;54.09;-55.51;1308.843255;-1225.235105;236.5882695;-1.272960671;-0.618531879;48.61221411
14;1977.8091;3309;1310;70;0.02;-0.02;-1;-0.34;0.11;-0.1;67.97;58.79;-54.38;1308.838367;-1225.238919;236.5866899;-1.262911997;-0.639452117;48.62020448
15;2081.6021;3321;1350;61;0.01;-0.03;-1;-0.22;0.29;0.14;69.14;55.26;-54.38;1308.863521;-1225.236297;236.5664542;-1.27244335;-0.635519914;48.60968741
16;2183.9984;3316;1327;72;0.02;-0.03;-1;-0.1;0.35;0.14;67.97;57.61;-54.38;1308.852434;-1225.224853;236.5809679;-1.268155102;-0.628283066;48.61604948
17;2287.9495;3315;1324;69;0.02;-0.02;-0.99;-0.46;0.35;0.14;67.97;57.61;-54.38;1308.828115;-1225.230217;236.5808189;-1.267597591;-0.635238721;48.61490244
18;2391.5693;3309;1325;67;0.02;-0.03;-1;-0.4;0.17;-0.16;67.97;56.44;-53.24;1308.861613;-1225.224257;236.5819663;-1.266141138;-0.661468496;48.61317231
19;2496.1093;3319;1330;66;0.02;-0.02;-1;-0.04;0.23;-0.16;67.97;57.61;-54.38;1308.843017;-1225.228548;236.5839183;-1.273868367;-0.651961071;48.62223313
