Sample,Time (ms),ESP32_X,ESP32_Y,UWB_QF,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,101.36909999710042,2241.0,1994.0,74.0,0.02,-0.02,-0.99,-0.16,0.23,-0.1,64.45,23.52,-50.98,276.4730751514435,-524.8062014579773,229.39768433570862,-0.9608018429967389,-0.5866236344626836,48.71004001083196
3,204.62799999222625,2263.0,1963.0,73.0,0.03,-0.02,-1.0,0.15,0.29,-0.04,63.28,24.69,-49.84,276.469349861145,-524.813175201416,229.39658164978027,-0.9573281096530959,-0.6063888045205721,48.7084680915672
4,308.6244000005536,2279.0,1931.0,80.0,0.02,-0.02,-0.99,-0.22,0.17,0.02,64.45,25.87,-47.58,276.5251398086548,-524.908185005188,229.33387756347656,-0.8673961485285145,-0.7072036791649252,48.65970919561665
5,412.46019999380223,2248.0,1971.0,74.0,0.02,-0.02,-0.99,-0.04,0.04,0.02,65.62,24.69,-48.71,276.45641565322876,-524.782121181488,229.44636642932892,-0.9411933598929006,-0.7816692046513242,48.72486526179402
6,516.8765999987954,2239.0,1982.0,73.0,0.03,-0.03,-0.99,-0.1,0.35,0.02,65.62,22.34,-50.98,276.50365233421326,-524.8927474021912,229.34214770793915,-0.8727789536669992,-0.7042755546960171,48.66529890229333
7,620.8366999926511,2283.0,1910.0,82.0,0.02,-0.03,-0.99,-0.04,0.35,0.02,64.45,24.69,-49.84,276.471346616745,-524.8091816902161,229.40826416015625,-0.9581830320123289,-0.6016787051140122,48.71026454079094
8,724.8857999948086,2274.0,1936.0,76.0,0.02,-0.02,-0.99,-0.28,0.23,-0.04,64.45,23.52,-49.84,276.4975130558014,-524.9155759811401,229.3197363615036,-0.8887018071128652,-0.7514701747848566,48.68621334724829
9,828.6079999961657,2263.0,1928.0,80.0,0.02,-0.03,-0.99,-0.16,0.04,-0.04,64.45,24.69,-48.71,276.4711380004883,-524.8079895973206,229.40412163734436,-0.9610926663919609,-0.6062328884397808,48.71118282512599
10,2123.6484999972163,2273.0,1967.0,70.0,0.02,-0.02,-0.99,0.09,0.17,0.14,65.62,23.52,-48.71,276.50800347328186,-524.8965620994568,229.33904826641083,-0.8709663010532294,-0.699642834876856,48.66430424024778
11,2227.618999997503,2284.0,1957.0,72.0,0.03,-0.02,-1.0,-0.04,-0.08,0.08,65.62,22.34,-50.98,276.4478921890259,-524.8074531555176,229.43347692489624,-0.9552958596668709,-0.831643116033477,48.750030543517404
12,2490.60429999372,2268.0,1980.0,77.0,0.02,-0.02,-1.0,-0.22,0.41,0.02,66.8,22.34,-49.84,276.47387981414795,-524.8740911483765,229.38212752342224,-0.8566007693795387,-0.8945367127723313,48.67620331654247
13,2594.241200000397,2266.0,1995.0,68.0,0.02,-0.03,-1.0,-0.22,0.17,-0.04,66.8,23.52,-49.84,276.4618992805481,-524.8087644577026,229.40775752067566,-0.9582703096423978,-0.6055004257816935,48.70830131075595
14,2898.376900004223,2284.0,1965.0,69.0,0.03,-0.02,-1.0,0.02,0.11,-0.16,64.45,23.52,-49.84,276.4992415904999,-524.9062180519104,229.33952510356903,-0.8604362949756945,-0.7343680493491908,48.6574687132291
15,3004.233600004227,2269.0,1999.0,70.0,0.02,-0.03,-1.0,-0.34,0.35,0.2,64.45,23.52,-49.84,276.4686942100525,-524.832010269165,229.3919324874878,-0.9728245651916465,-0.6403522718477127,48.73378542917867
