Sample,Time (ms),ESP32_X,ESP32_Y,UWB_QF,ESP32_Ax,ESP32_Ay,ESP32_Az,ESP32_Gx,ESP32_Gy,ESP32_Gz,ESP32_Mx,ESP32_My,ESP32_Mz,Robotat_X_mm,Robotat_Y_mm,Robotat_Z_mm,Robotat_Roll,Robotat_Pitch,Robotat_Yaw
2,101.68419999536127,3346.0,325.0,72.0,0.02,-0.03,-1.0,-0.16,0.41,0.14,80.86,76.43,4.53,1366.088628768921,-2188.206672668457,242.07204580307007,-1.7879276829359743,-1.4428040082463862,43.42996727085005
3,204.97019999311306,3358.0,316.0,70.0,0.02,-0.03,-1.0,-0.28,0.29,0.08,82.03,77.6,5.66,1366.1327362060547,-2188.208818435669,242.05972254276276,-1.7840391101426347,-1.431640250845117,43.4220249540558
4,308.3489999989979,3361.0,373.0,60.0,0.02,-0.03,-0.99,-0.1,-0.08,0.14,82.03,78.78,6.8,1366.0879135131836,-2188.2033348083496,242.07423627376556,-1.789735328540099,-1.4750996738213562,43.427718028013906
5,412.6766999979736,3353.0,346.0,79.0,0.02,-0.04,-1.0,-0.22,0.47,-0.16,77.34,78.78,6.8,1366.1080598831177,-2188.1980895996094,242.0719563961029,-1.7843855310881263,-1.458909033912592,43.43055020660838
6,516.8932999949902,3349.0,376.0,64.0,0.02,-0.04,-1.0,-0.52,0.04,0.02,80.86,79.95,5.66,1366.0908937454224,-2188.182830810547,242.0724481344223,-1.8063399596091156,-1.4261868713815105,43.43912429997254
7,621.2530000047991,3366.0,329.0,63.0,0.02,-0.03,-0.99,-0.04,0.17,0.02,78.52,76.43,4.53,1366.1041259765625,-2188.2100105285645,242.05364286899567,-1.797332187992794,-1.4557621529820872,43.43285823107347
8,725.0831999990623,3366.0,313.0,63.0,0.02,-0.04,-1.0,-0.16,0.35,-0.1,79.69,78.78,4.53,1366.1080598831177,-2188.1954669952393,242.0693337917328,-1.8011548053778301,-1.4063802595669945,43.4204295773708
9,828.7833000067621,3350.0,354.0,64.0,0.02,-0.04,-1.0,0.15,0.17,-0.04,78.52,78.78,4.53,1366.0986423492432,-2188.2002353668213,242.08010733127594,-1.8035177893405225,-1.4090029975454408,43.42847597074733
10,932.6563000067836,3370.0,335.0,65.0,0.02,-0.03,-1.0,-0.22,-0.02,-0.04,83.2,79.95,6.8,1366.1335706710815,-2188.2355213165283,242.0305460691452,-1.7902898291965306,-1.44413725578133,43.41601471739797
11,1036.3673999963794,3360.0,353.0,70.0,0.02,-0.04,-1.0,-0.1,0.41,0.14,79.69,78.78,5.66,1366.0953044891357,-2188.1961822509766,242.06750094890594,-1.7868347561041418,-1.4462831012435926,43.42437255911188
12,1138.8257999933558,3347.0,321.0,78.0,0.02,-0.04,-0.99,-0.1,0.04,-0.16,82.03,77.6,6.8,1366.0926818847656,-2188.213586807251,242.05100536346436,-1.7919979393231151,-1.4530386316284754,43.43124641264465
13,1242.6850000047125,3346.0,308.0,76.0,0.02,-0.04,-1.0,-0.1,0.35,-0.04,78.52,76.43,7.93,1366.1237955093384,-2188.2216930389404,242.0470267534256,-1.7953699987237794,-1.470689260576081,43.42758105239521
14,1361.265600004117,3344.0,346.0,62.0,0.02,-0.04,-0.99,-0.16,0.23,-0.04,82.03,77.6,4.53,1366.1285638809204,-2188.227891921997,242.0448660850525,-1.781080165344243,-1.465635472298898,43.41915725707573
15,1468.4202000062214,3352.0,370.0,64.0,0.02,-0.04,-1.0,-0.1,0.23,0.02,83.2,78.78,6.8,1366.0917282104492,-2188.201427459717,242.07068979740143,-1.7831602216684164,-1.4763974862136167,43.425866827173785
16,1571.9949000049382,3353.0,363.0,67.0,0.02,-0.03,-0.99,-0.1,0.29,-0.16,83.2,78.78,6.8,1366.1056756973267,-2188.222885131836,242.0480251312256,-1.798753889829048,-1.4601478160585626,43.42677556611601
17,1675.3316999966046,3358.0,360.0,66.0,0.02,-0.04,-0.99,-0.22,0.23,0.2,80.86,77.6,9.06,1366.1057949066162,-2188.2245540618896,242.05395579338074,-1.7840934396349586,-1.4567916149497142,43.42295615341585
18,1778.9745000045514,3367.0,369.0,72.0,0.02,-0.03,-1.0,0.02,0.04,0.14,82.03,77.6,4.53,1366.095781326294,-2188.1959438323975,242.07548797130585,-1.7755376628431054,-1.4494782819415417,43.42215748338027
19,1881.9706000067526,3366.0,350.0,79.0,0.02,-0.04,-1.0,-0.04,0.04,0.14,77.34,77.6,4.53,1366.1203384399414,-2188.244581222534,242.03701317310333,-1.785393963702612,-1.4200310665284661,43.42162517449846
20,1985.9371000056854,3368.0,350.0,82.0,0.02,-0.04,-1.0,-0.46,0.29,0.02,80.86,76.43,6.8,1366.111397743225,-2188.2028579711914,242.09129810333252,-1.8039598519684705,-1.4244047610300767,43.43521229861684
21,2089.259200001834,3357.0,340.0,72.0,0.02,-0.04,-1.0,-0.04,0.04,0.02,80.86,76.43,6.8,1366.1108016967773,-2188.220977783203,242.05844104290009,-1.7845026266933612,-1.418855188369783,43.42257974344893
