Sample;Time (ms);ESP32_X;ESP32_Y;UWB_QF;ESP32_Ax;ESP32_Ay;ESP32_Az;ESP32_Gx;ESP32_Gy;ESP32_Gz;ESP32_Mx;ESP32_My;ESP32_Mz;Robotat_X_mm;Robotat_Y_mm;Robotat_Z_mm;Robotat_Roll;Robotat_Pitch;Robotat_Yaw
2;101.7615;521;2304;76;0.02;-0.03;-0.99;-0.04;0.11;0.14;45.7;41.15;-4.53;-1481.302977;-232.4312478;223.9895314;-0.92597895;-1.66715302;40.74356014
3;205.2161;495;2303;67;0.02;-0.03;-1;-0.28;0.41;0.08;45.7;42.33;-6.8;-1481.301069;-232.4241549;224.0118086;-0.92579878;-1.688123429;40.74357256
4;308.5103;514;2301;65;0.02;-0.03;-1.01;36.52;-11.86;3.25;35.16;44.68;-16.99;-1481.294513;-232.4150503;224.0045816;-0.929616167;-1.662848145;40.7398427
5;412.8779;524;2313;72;0.02;-0.03;-0.91;1.31;21.77;-77.31;98.44;32.92;-9.06;-1481.280804;-232.4256152;223.9801884;-0.92330487;-1.672216123;40.73383745
6;516.9912;486;2247;68;-0.04;-0.03;-1.05;-2.48;22.51;21.57;92.58;42.33;19.26;-1481.289268;-232.4401587;223.9952385;-0.922621871;-1.67907938;40.74259767
7;620.4311;511;2275;72;-0.02;-0.02;-1.02;1.92;-0.93;0.26;69.14;50.56;7.93;-1481.297135;-232.4316502;223.9944637;-0.934798022;-1.681680366;40.73273091
8;724.1814;504;2269;69;0.02;-0.03;-1;-0.65;0.23;0.2;70.31;50.56;9.06;-1481.291533;-232.4341387;223.9962071;-0.922698563;-1.680686918;40.73848586
9;828.8993;522;2215;69;0.01;-0.03;-0.99;-0.22;0.17;0.02;70.31;50.56;9.06;-1481.284857;-232.4335426;223.9878327;-0.933271135;-1.683844577;40.73756214
10;932.4973;524;2235;70;0.02;-0.03;-1;-0.22;0.41;0.2;70.31;48.21;9.06;-1481.286049;-232.4288189;223.9896953;-0.922894553;-1.664363953;40.74052443
11;1037.0382;536;2259;68;0.02;-0.03;-1;-0.16;0.29;0.2;69.14;49.38;9.06;-1481.288671;-232.4230969;224.0116149;-0.926718455;-1.698577428;40.73217417
12;1139.5544;512;2294;70;0.02;-0.03;-1;-0.22;0.04;0.08;71.48;51.73;9.06;-1481.296301;-232.435286;224.0102142;-0.925803382;-1.689066655;40.73930695
13;1243.8274;490;2311;70;0.03;-0.03;-1;-0.28;-0.08;-0.1;71.48;49.38;9.06;-1481.296659;-232.4264944;223.9934802;-0.916839889;-1.633639237;40.73753933
14;1347.3527;481;2153;69;0.02;-0.03;-1;-0.28;0.11;-0.1;71.48;49.38;10.2;-1481.287241;-232.439369;223.9936292;-0.927115039;-1.680017236;40.73546874
15;1451.0154;477;2192;70;0.02;-0.03;-1;-0.04;0.47;-0.04;70.31;50.56;10.2;-1481.281281;-232.4211597;224.0094393;-0.925745624;-1.698124635;40.73218816
16;1555.1692;465;2177;71;0.02;-0.03;-0.99;-0.16;0.11;0.2;70.31;50.56;9.06;-1481.293082;-232.4223667;224.0104526;-0.923927226;-1.665537072;40.73708867
17;1659.1051;492;2219;69;0.02;-0.03;-1.01;0.09;0.11;-0.1;67.97;48.21;9.06;-1481.300235;-232.4306965;223.9856869;-0.922968215;-1.676970174;40.74006645
18;1762.8399;473;2192;69;0.02;-0.03;-1;-0.1;0.23;0.14;71.48;48.21;7.93;-1481.298327;-232.4316502;223.9950001;-0.925487343;-1.657206109;40.73981713
19;1866.2113;503;2205;70;0.02;-0.03;-1;0.02;0.23;0.02;71.48;49.38;7.93;-1481.288433;-232.433036;224.0051925;-0.934912758;-1.694055482;40.74356495
20;1969.9311;500;2247;68;0.02;-0.03;-0.99;-0.1;0.29;0.08;71.48;49.38;9.06;-1481.302857;-232.4306965;223.9966393;-0.931584031;-1.702893084;40.74302609
21;2073.2571;451;2217;71;0.02;-0.03;-0.99;0.09;-0.08;-0.04;71.48;51.73;9.06;-1481.29642;-232.4285656;223.9954919;-0.918356006;-1.677091698;40.73184202
22;2177.1804;445;2205;70;0.02;-0.02;-0.99;-0.22;0.23;-0.1;70.31;51.73;5.66;-1481.301665;-232.4128449;223.9848971;-0.921550002;-1.673468061;40.73541069
23;2281.5451;476;2223;69;0.02;-0.03;-0.99;-0.1;-0.02;0.08;71.48;49.38;10.2;-1481.289983;-232.4410379;224.0150273;-0.920749548;-1.691462861;40.73812144
24;2385.6249;483;2246;71;0.02;-0.03;-1;0.21;0.23;-0.04;71.48;50.56;7.93;-1481.295347;-232.4218154;224.0071148;-0.926307019;-1.66239403;40.73589886
25;2489.1327;480;2265;69;0.02;-0.03;-1;-0.1;0.29;0.2;70.31;48.21;10.2;-1481.310844;-232.432887;223.9849269;-0.927893352;-1.663230667;40.74194367
26;2593.0608;469;2296;70;0.02;-0.03;-0.99;-0.22;0.04;0.26;71.48;50.56;10.2;-1481.288195;-232.4235141;223.9917815;-0.92320825;-1.673834931;40.73973965
27;2696.7364;505;2308;70;0.02;-0.03;-1;-0.22;0.17;0.02;71.48;50.56;10.2;-1481.292605;-232.4213535;224.0081131;-0.928472926;-1.690908685;40.74061932
28;2800.2179;457;2258;69;0.02;-0.03;-1;0.09;0.04;-0.1;69.14;49.38;9.06;-1481.289387;-232.4296683;224.0054905;-0.929630694;-1.687413331;40.73934054
29;2904.6658;444;2250;68;0.02;-0.03;-1;-0.16;0.35;0.2;71.48;52.91;7.93;-1481.290102;-232.4263155;223.9815742;-0.921678594;-1.662449097;40.73360042
30;3008.4277;451;2270;69;0.02;-0.03;-0.99;-0.1;0.35;-0.1;70.31;49.38;9.06;-1481.298208;-232.4266881;223.9842266;-0.922815888;-1.62875186;40.7402991
