Sample;Time (ms);ESP32_X;ESP32_Y;UWB_QF;ESP32_Ax;ESP32_Ay;ESP32_Az;ESP32_Gx;ESP32_Gy;ESP32_Gz;ESP32_Mx;ESP32_My;ESP32_Mz;Robotat_X_mm;Robotat_Y_mm;Robotat_Z_mm;Robotat_Roll;Robotat_Pitch;Robotat_Yaw
2;102.0754;2686;3484;82;0.03;-0.02;-0.99;-0.22;0.04;0.26;39.84;38.8;49.84;741.1538959;954.6625614;226.8656641;-0.41376272;-0.723342618;46.93268284
3;205.3594;2709;3519;87;0.03;-0.02;-1;-0.34;0.41;-0.04;38.67;38.8;48.71;741.1565185;954.6616673;226.8617153;-0.410337189;-0.719280718;46.93246118
4;308.7534;2708;3454;76;0.03;-0.02;-0.99;-0.28;0.35;0.02;37.5;41.15;48.71;741.1527634;954.6532631;226.8617153;-0.415562026;-0.691673884;46.93972043
5;413.1562;2658;3421;82;0.02;-0.02;-1;-0.04;0.11;0.26;39.84;39.98;49.84;741.1599755;954.6747804;226.8796712;-0.416135361;-0.725709424;46.93110188
6;517.3834;2645;3452;73;0.02;-0.02;-1;-0.28;0.29;-0.04;39.84;41.15;47.58;741.1625981;954.6672702;226.8664986;-0.414728241;-0.71466058;46.93204221
7;620.9955;2698;3450;73;0.03;-0.02;-1;-0.04;0.17;0.08;39.84;41.15;49.84;741.1570549;954.6556473;226.8790603;-0.418272688;-0.720207841;46.92860441
8;724.8144;2677;3519;80;0.02;-0.02;-1;-0.34;0.23;0.02;39.84;37.63;49.84;741.1683202;954.6615481;226.8778831;-0.408088774;-0.720314387;46.93720023
9;828.8461;2644;3515;84;0.03;-0.02;-0.99;-0.22;0.29;0.2;37.5;41.15;47.58;741.1665916;954.6627998;226.8687487;-0.419519707;-0.72949672;46.93103399
10;933.2182;2694;3513;75;0.02;-0.02;-1;-0.04;0.53;-0.1;37.5;38.8;47.58;741.1530018;954.664588;226.8767804;-0.417273486;-0.742050452;46.9333344
11;1037.3314;2672;3518;87;0.03;-0.02;-0.99;0.02;0.23;0.02;38.67;41.15;48.71;741.1614656;954.6692967;226.8800288;-0.416988215;-0.717468795;46.93419128
12;2418.4648;2687;3428;80;0.03;-0.02;-1;-0.04;0.23;-0.1;41.02;38.8;48.71;741.173625;954.6666145;226.8784642;-0.413900809;-0.725823513;46.93171321
13;2522.1195;2698;3414;76;0.02;-0.02;-0.99;-0.34;0.35;0.26;41.02;38.8;47.58;741.1642075;954.6614289;226.890564;-0.415885749;-0.716163515;46.93119896
14;2625.6594;2667;3419;73;0.02;-0.02;-0.99;-0.28;0.35;0.02;39.84;39.98;49.84;741.1566377;954.6622038;226.8613428;-0.414536173;-0.700336979;46.93408636
15;2729.5305;2675;3463;89;0.03;-0.02;-0.99;-0.52;0.23;0.02;41.02;39.98;47.58;741.1738634;954.734385;226.7812788;-0.30152862;-0.871164541;47.00523337
16;2834.1605;2674;3467;83;0.03;-0.02;-1;0.09;0.04;0.08;39.84;39.98;47.58;741.181314;954.6741247;226.8682867;-0.411791088;-0.728474232;46.93370632
17;2937.8664;2657;3440;81;0.03;-0.02;-1;-0.1;0.23;0.02;41.02;38.8;46.45;741.1527634;954.6584487;226.8538624;-0.41734723;-0.711449027;46.92791053
18;3042.5056;2668;3473;86;0.03;-0.01;-1;-0.04;-0.08;0.32;41.02;38.8;46.45;741.1488891;954.6499848;226.862669;-0.417527223;-0.6740771;46.93308799
19;3146.419;2678;3481;78;0.03;-0.02;-1;-0.28;0.23;-0.04;37.5;38.8;48.71;741.1482334;954.664588;226.868093;-0.418731331;-0.731195074;46.92952509
20;3250.5698;2682;3489;86;0.03;-0.02;-1;-0.04;0.29;0.39;41.02;38.8;49.84;741.1547899;954.6575546;226.856932;-0.410415812;-0.745365905;46.93590967
21;3471.8747;2652;3486;87;0.03;-0.02;-0.99;-0.34;0.11;-0.1;38.67;39.98;48.71;741.1566973;954.6709061;226.8698663;-0.413588658;-0.713365825;46.93666959
22;3573.6991;2663;3500;84;0.03;-0.02;-1;-0.04;0.04;0.02;38.67;39.98;48.71;741.1566973;954.6578526;226.87307;-0.412909707;-0.710822356;46.93333866
23;3675.8545;2670;3512;85;0.03;-0.02;-0.99;-0.16;0.17;0.2;38.67;37.63;47.58;741.15026;954.6467662;226.8632948;-0.417134262;-0.661550983;46.93710749
24;3778.47;2669;3509;84;0.03;-0.02;-0.99;-0.22;0.11;0.14;41.02;38.8;48.71;741.1557436;954.6582699;226.8726975;-0.413109872;-0.725380576;46.93064766
25;3881.9481;2649;3481;76;0.03;-0.02;-1;-0.28;0.23;0.14;39.84;38.8;48.71;741.1506772;954.6661973;226.8681228;-0.410896002;-0.710283695;46.92518052
26;3986.1156;2658;3467;84;0.03;-0.02;-1;-0.28;0.35;-0.1;38.67;39.98;47.58;741.1590219;954.6666145;226.8669903;-0.4100669;-0.72884229;46.93012319
27;4187.6227;2674;3478;80;0.03;-0.02;-0.99;-0.16;0.29;0.2;39.84;39.98;48.71;741.1487103;954.6504617;226.863265;-0.426229844;-0.653378256;46.93430227
28;4291.5265;2677;3474;85;0.02;-0.02;-1;-0.22;0.35;-0.04;38.67;38.8;47.58;741.1389947;954.6413422;226.8586755;-0.421629345;-0.688138915;46.93276757
29;4396.3634;2691;3460;75;0.03;-0.02;-0.99;-0.22;0.04;0.2;39.84;37.63;48.71;741.1497831;954.665482;226.8733978;-0.419053692;-0.710359323;46.93061059
30;4500.0134;2700;3499;89;0.03;-0.02;-1;-0.22;0.41;0.14;39.84;39.98;47.58;741.1575317;954.6581507;226.8716842;-0.417713142;-0.729366423;46.92897835
31;4607.3603;2694;3521;89;0.03;-0.02;-0.99;-0.1;0.29;-0.04;39.84;39.98;47.58;741.1565781;954.6616673;226.875335;-0.411701;-0.723390721;46.93072267
32;4813.9813;2713;3498;74;0.02;-0.02;-1;-0.16;-0.02;-0.1;39.84;38.8;47.58;741.1371469;954.6477795;226.8558592;-0.414810222;-0.666905923;46.9378405
33;5010.5043;2719;3507;85;0.03;-0.02;-1;-0.22;0.11;0.02;39.84;38.8;48.71;741.1545515;954.6557069;226.8677056;-0.417156936;-0.723024904;46.9333085
